"estrato";"arvore";"dap";"ht";"hi";"dicc";"disc"
593877;30625;22,8;26,9;10;15,4;14,4
593877;30625;22,8;26,9;12;14,5;13,5
593877;30625;22,8;26,9;14;13,3;12,5
593877;30625;22,8;26,9;16;11,7;10,9
593877;30625;22,8;26,9;18;10;9,2
593877;30625;22,8;26,9;20;8,4;7,6
593877;30625;22,8;26,9;22;7,6;6,8
593877;30625;22,8;26,9;24;4;3,6
593877;8679;24,1;27,1;0,1;31;28,6
593877;8679;24,1;27,1;0,7;25,7;24,3
593877;8679;24,1;27,1;1,3;24,1;22,7
593877;8679;24,1;27,1;2;22,3;21,1
593877;8679;24,1;27,1;4;22;21
593877;8679;24,1;27,1;6;19,5;18,5
593877;8679;24,1;27,1;8;18,7;17,7
593877;8679;24,1;27,1;10;17;16,2
593877;8679;24,1;27,1;12;14,3;13,5
593877;8679;24,1;27,1;14;13,3;12,5
593877;8679;24,1;27,1;16;11,4;10,6
593877;8679;24,1;27,1;18;10,5;9,7
593877;8679;24,1;27,1;20;8;7,4
593877;8679;24,1;27,1;22;7,5;6,9
593877;8679;24,1;27,1;24;5;4,6
593877;8679;24,1;27,1;26;2;1,8
593877;8706;13,3;22,5;0,1;15,8;14,4
593877;8706;13,3;22,5;0,7;14,1;13,3
593877;8706;13,3;22,5;1,3;13,3;12,7
593877;8706;13,3;22,5;2;13;12,4
593877;8706;13,3;22,5;4;12;11,4
593877;8706;13,3;22,5;6;11;10,4
593877;8706;13,3;22,5;8;10,2;9,8
593877;8706;13,3;22,5;10;9,4;9
593877;8706;13,3;22,5;12;8,5;8,1
593877;8706;13,3;22,5;14;7,4;7
593877;8706;13,3;22,5;16;6,2;5,8
593877;8706;13,3;22,5;18;4,8;4,4
593877;8706;13,3;22,5;20;3,3;3,1
593877;21914;19,4;25,7;0,1;23,5;22,3
593877;21914;19,4;25,7;0,7;20,8;19,8
593877;21914;19,4;25,7;1,3;19,4;18,4
593877;21914;19,4;25,7;2;18,7;17,9
593877;21914;19,4;25,7;4;17,7;16,9
593877;21914;19,4;25,7;6;16,5;15,7
593877;21914;19,4;25,7;8;15,5;14,7
593877;21914;19,4;25,7;10;14,3;13,5
593877;21914;19,4;25,7;12;12,7;12,1
593877;21914;19,4;25,7;14;11,5;10,9
593877;21914;19,4;25,7;16;10,2;9,6
593877;21914;19,4;25,7;18;8,7;8,3
593877;21914;19,4;25,7;20;7,3;6,9
593877;21914;19,4;25,7;22;5,2;4,8
593877;21914;19,4;25,7;24;2;1,8
593877;3191;5,2;12,7;0,1;6,5;5,5
593877;3191;5,2;12,7;0,7;5,6;5
593877;3191;5,2;12,7;1,3;5,2;4,8
593877;3191;5,2;12,7;2;5,2;4,8
593877;3191;5,2;12,7;4;4,6;4,4
593877;3191;5,2;12,7;6;3,8;3,6
593877;3191;5,2;12,7;8;3,2;3
593877;3191;5,2;12,7;10;2,3;2,1
593877;3252;13,7;20,5;0,1;16;14,2
593877;3252;13,7;20,5;0,7;15;13,6
593877;3252;13,7;20,5;1,3;13,7;12,5
593877;3252;13,7;20,5;2;13,7;12,5
593877;3252;13,7;20,5;4;12,6;11,8
593877;3252;13,7;20,5;6;11,6;10,8
593877;3252;13,7;20,5;8;10,7;9,9
593877;3252;13,7;20,5;10;10;9,4
593877;3252;13,7;20,5;12;8,9;8,3
593877;3252;13,7;20,5;14;7,7;7,1
593877;3252;13,7;20,5;16;5,7;5,1
593877;3252;13,7;20,5;18;4;3,6
593877;18567;20;22,4;0,1;24,3;21,5
593877;18567;20;22,4;0,7;21,3;19,3
593877;18567;20;22,4;1,3;20;18,6
593877;18567;20;22,4;2;19,2;18
593877;18567;20;22,4;4;17,4;16,2
593877;18567;20;22,4;6;16;14,8
593877;18567;20;22,4;8;15,2;14,2
593877;18567;20;22,4;10;13,2;12,2
593877;18567;20;22,4;12;11,7;10,9
593877;18567;20;22,4;14;10,3;9,5
593877;18567;20;22,4;16;8,7;7,9
593877;18567;20;22,4;18;6,3;5,7
593877;18567;20;22,4;20;3,5;3,1
593877;16232;8,2;16,8;0,1;10,2;8,8
593877;16232;8,2;16,8;0,7;8,7;7,9
593877;16232;8,2;16,8;1,3;8,2;7,8
593877;16232;8,2;16,8;2;8,2;7,8
593877;16232;8,2;16,8;4;8;7,6
593877;16232;8,2;16,8;6;7,3;6,9
593877;16232;8,2;16,8;8;6,4;6
593877;16232;8,2;16,8;10;5,6;5,2
593877;16232;8,2;16,8;12;4,2;3,8
593877;16232;8,2;16,8;14;3,2;3
593877;5288;20,5;23,6;0,1;24;22
593877;5288;20,5;23,6;0,7;21,3;19,5
593877;5288;20,5;23,6;1,3;20,5;18,9
593877;5288;20,5;23,6;2;19,3;18,1
593877;5288;20,5;23,6;4;17,7;16,5
593877;5288;20,5;23,6;6;16,7;15,7
593877;5288;20,5;23,6;8;15,6;14,8
593877;5288;20,5;23,6;10;14,7;13,9
593877;5288;20,5;23,6;12;12,6;11,8
593877;5288;20,5;23,6;14;11,2;10,6
593877;5288;20,5;23,6;16;10;9,4
593877;5288;20,5;23,6;18;8,1;7,5
593877;5288;20,5;23,6;20;5,9;5,3
593877;5288;20,5;23,6;22;2,5;2,3
593877;35167;14;24,2;0,1;16,4;14,6
593877;35167;14;24,2;0,7;14,6;13,4
593877;35167;14;24,2;1,3;14;13
593877;35167;14;24,2;2;13,95;12,95
593877;35167;14;24,2;4;12,35;11,55
593877;35167;14;24,2;6;11,95;11,35
593877;35167;14;24,2;8;11,05;10,45
593877;35167;14;24,2;10;10,2;9,6
593877;35167;14;24,2;12;9,1;8,5
593877;35167;14;24,2;14;8;7,6
593877;35167;14;24,2;16;7;6,6
593877;35167;14;24,2;18;5,8;5,4
593877;35167;14;24,2;20;4,65;4,25
593877;16466;14,6;24,2;0,1;17,9;16,3
593877;16466;14,6;24,2;0,7;15,6;14,6
593877;16466;14,6;24,2;1,3;14,6;13,6
593877;16466;14,6;24,2;2;14,2;13,4
593877;16466;14,6;24,2;4;13,3;12,5
593877;16466;14,6;24,2;6;12,6;11,8
593877;16466;14,6;24,2;8;12;11,2
593877;16466;14,6;24,2;10;11;10,4
593877;16466;14,6;24,2;12;9,8;9,2
593877;16466;14,6;24,2;14;8,8;8,4
593877;16466;14,6;24,2;16;8;7,6
593877;16466;14,6;24,2;18;6,6;6,2
593877;16466;14,6;24,2;20;5,2;4,8
593877;16466;14,6;24,2;22;2,7;2,3
593877;16467;17,3;23,3;0,1;20,9;19,5
593877;16467;17,3;23,3;0,7;17,6;16,4
593877;16467;17,3;23,3;1,3;17,3;16,1
593877;16467;17,3;23,3;2;16,5;15,7
593877;16467;17,3;23,3;4;14,6;13,8
593877;16467;17,3;23,3;6;14;13,2
593877;16467;17,3;23,3;8;13;12,2
593877;16467;17,3;23,3;10;12,3;11,7
593877;16467;17,3;23,3;12;11;10,4
593877;16467;17,3;23,3;14;9,8;9,2
593877;16467;17,3;23,3;16;8,5;7,9
593877;16467;17,3;23,3;18;7;6,4
593877;16467;17,3;23,3;20;4,7;4,3
593877;16467;17,3;23,3;22;1,6;1,4
593877;24787;8,5;16;0,1;10,9;9,7
593877;24787;8,5;16;0,7;9;8,2
593877;24787;8,5;16;1,3;8,5;7,7
593877;24787;8,5;16;2;8,3;7,5
593877;24787;8,5;16;4;7,5;7,1
593877;24787;8,5;16;6;6,8;6,4
593877;24787;8,5;16;8;6;5,6
593877;24787;8,5;16;10;5;4,6
593877;24787;8,5;16;12;3,5;3,1
593877;24787;8,5;16;14;2,3;2,1
593877;16988;11,7;21,4;0,1;15,1;13,9
593877;16988;11,7;21,4;0,7;12,3;11,5
593877;16988;11,7;21,4;1,3;11,7;10,9
593877;16988;11,7;21,4;2;10,8;10
593877;16988;11,7;21,4;4;10;9,4
593877;16988;11,7;21,4;6;9,2;8,8
593877;16988;11,7;21,4;8;8,5;8,1
593877;16988;11,7;21,4;10;7,6;7,2
593877;16988;11,7;21,4;12;6,6;6,2
593877;16988;11,7;21,4;14;5,6;5,2
593877;16988;11,7;21,4;16;4,6;4,4
593877;16988;11,7;21,4;18;3,5;3,3
593877;16988;11,7;21,4;20;2,1;1,9
593877;16973;8,2;15,8;0,1;10,3;9,3
593877;16973;8,2;15,8;0,7;8,7;7,9
593877;16973;8,2;15,8;1,3;8,2;7,4
593877;16973;8,2;15,8;2;7,9;7,3
593877;16973;8,2;15,8;4;6,7;6,1
593877;16973;8,2;15,8;6;6;5,6
593877;16973;8,2;15,8;8;5,1;4,7
593877;16973;8,2;15,8;10;4,3;3,9
593877;16973;8,2;15,8;12;3,2;2,8
593877;16973;8,2;15,8;14;1,7;1,5
593877;30132;12,8;22,5;0,1;15,7;14,1
593877;30132;12,8;22,5;0,7;14,2;12,8
593877;30132;12,8;22,5;1,3;12,8;11,8
593877;30132;12,8;22,5;2;12,6;11,6
593877;30132;12,8;22,5;4;11,9;11,1
593877;30132;12,8;22,5;6;10,8;10,2
593877;30132;12,8;22,5;8;10;9,4
593877;30132;12,8;22,5;10;9;8,4
593877;30132;12,8;22,5;12;8;7,6
593877;30132;12,8;22,5;14;7;6,6
593877;30132;12,8;22,5;16;5,6;5,2
593877;30132;12,8;22,5;18;4,4;4
593877;30132;12,8;22,5;20;3;2,8
593877;16276;17,7;23,5;0,1;22;22
593877;16276;17,7;23,5;0,7;19,2;19,2
593877;16276;17,7;23,5;1,3;17,7;17,7
593877;16276;17,7;23,5;2;17;17
593877;16276;17,7;23,5;4;16,1;16,1
593877;16276;17,7;23,5;6;14,8;14,8
593877;16276;17,7;23,5;8;13,8;13,8
593877;16276;17,7;23,5;10;12,6;12,6
593877;16276;17,7;23,5;12;11,3;11,3
593877;16276;17,7;23,5;14;10,1;10,1
593877;16276;17,7;23,5;16;8,5;8,5
593877;16276;17,7;23,5;18;7,3;7,3
593877;16276;17,7;23,5;20;5,2;5,2
593877;17010;12,5;17,5;0,1;14,7;13,7
593877;17010;12,5;17,5;0,7;13,3;12,5
593877;17010;12,5;17,5;1,3;12,5;11,7
593877;17010;12,5;17,5;2;11,4;10,8
593877;17010;12,5;17,5;4;10,1;9,5
593877;17010;12,5;17,5;6;9;8,4
593877;17010;12,5;17,5;8;8;7,6
593877;17010;12,5;17,5;10;7;6,6
593877;17010;12,5;17,5;12;5,8;5,4
593877;17010;12,5;17,5;14;3,5;3,3
593877;38515;19,6;28,1;0,1;23;21,4
593877;38515;19,6;28,1;0,7;20,2;19
593877;38515;19,6;28,1;1,3;19,6;18,6
593877;38515;19,6;28,1;2;18,45;17,65
593877;38515;19,6;28,1;4;17,2;16,4
593877;38515;19,6;28,1;6;16,75;15,95
593877;38515;19,6;28,1;8;15,75;15,15
593877;38515;19,6;28,1;10;14,45;13,85
593877;38515;19,6;28,1;12;13,6;13
593877;38515;19,6;28,1;14;12,45;11,85
593877;38515;19,6;28,1;16;11,7;11,1
593877;38515;19,6;28,1;18;10,45;9,85
593877;38515;19,6;28,1;20;9,05;8,45
593877;38515;19,6;28,1;22;7,6;7
593877;38515;19,6;28,1;24;5,95;5,35
593877;38515;19,6;28,1;26;3,7;3,3
593877;17041;20,6;29,8;0,1;25,6;23,8
593877;17041;20,6;29,8;0,7;21,5;20,1
593877;17041;20,6;29,8;1,3;20,6;19,2
593877;17041;20,6;29,8;2;19,4;18,4
593877;17041;20,6;29,8;4;17,6;16,6
593877;17041;20,6;29,8;6;16,3;15,3
593877;17041;20,6;29,8;8;15,9;14,9
593877;17041;20,6;29,8;10;14,3;13,5
593877;17041;20,6;29,8;12;13,5;12,7
593877;17041;20,6;29,8;14;12,2;11,4
593877;17041;20,6;29,8;16;11,6;10,8
593877;17041;20,6;29,8;18;10,3;9,5
593877;17041;20,6;29,8;20;9,4;8,8
593877;17041;20,6;29,8;22;8;7,4
593877;17041;20,6;29,8;24;7;6,4
593877;17041;20,6;29,8;26;5,3;4,7
593877;17041;20,6;29,8;28;2,3;1,9
593877;17043;5,4;11,2;0,1;6,5;5,9
593877;17043;5,4;11,2;0,7;5,7;5,3
593877;17043;5,4;11,2;1,3;5,4;5
593877;17043;5,4;11,2;2;4,8;4,6
593877;17043;5,4;11,2;4;4,3;4,1
593877;17043;5,4;11,2;6;3,4;3,2
593877;17043;5,4;11,2;8;2,6;2,4
593877;17049;22,2;26,7;0,1;28,4;26,4
593877;17049;22,2;26,7;0,7;23,5;21,7
593877;17049;22,2;26,7;1,3;22,2;20,8
593877;17049;22,2;26,7;2;20,2;19
593877;17049;22,2;26,7;4;20;19
593877;17049;22,2;26,7;6;18,3;17,3
593877;17049;22,2;26,7;8;17,9;16,9
593877;17049;22,2;26,7;10;16;15,2
593877;17049;22,2;26,7;12;14,6;13,8
593877;17049;22,2;26,7;14;13;12,2
593877;17049;22,2;26,7;16;11,3;10,7
593877;17049;22,2;26,7;18;10;9,4
593877;17049;22,2;26,7;20;8,3;7,7
593877;17049;22,2;26,7;22;6,3;5,7
593877;17049;22,2;26,7;24;3,5;3,1
593877;29731;13,1;22;0,1;15,2;13,8
593877;29731;13,1;22;0,7;13,5;12,3
593877;29731;13,1;22;1,3;13,1;12,3
593877;29731;13,1;22;2;12,8;12
593877;29731;13,1;22;4;11,2;10,6
593877;29731;13,1;22;6;10,3;9,7
593877;29731;13,1;22;8;9,7;9,1
593877;29731;13,1;22;10;9;8,4
593877;29731;13,1;22;12;8;7,4
593877;29731;13,1;22;14;7,2;6,8
593877;29731;13,1;22;16;5,8;5,4
593877;29731;13,1;22;18;4,6;4,2
593877;29731;13,1;22;20;3,7;3,3
593877;21161;16,9;24,8;0,1;22;19,4
593877;21161;16,9;24,8;0,7;17,9;16,5
593877;21161;16,9;24,8;1,3;16,9;15,7
593877;21161;16,9;24,8;2;15,7;14,5
593877;21161;16,9;24,8;4;15,3;14,3
593877;21161;16,9;24,8;6;14,1;13,1
593877;21161;16,9;24,8;8;13,1;12,3
593877;21161;16,9;24,8;10;12,2;11,6
593877;21161;16,9;24,8;12;11,3;10,7
593877;21161;16,9;24,8;14;10;9,4
593877;21161;16,9;24,8;16;9;8,4
593877;21161;16,9;24,8;18;7,7;7,1
593877;21161;16,9;24,8;20;6,3;5,7
593877;21161;16,9;24,8;22;4,4;3,8
593877;21161;16,9;24,8;24;2;1,6
593877;32231;12,2;24;0,1;14,9;13,9
593877;32231;12,2;24;0,7;13,3;12,3
593877;32231;12,2;24;1,3;12,2;11,4
593877;32231;12,2;24;2;11,7;10,9
593877;32231;12,2;24;4;11,2;10,6
593877;32231;12,2;24;6;10,7;10,1
593877;32231;12,2;24;8;9,8;9,2
593877;32231;12,2;24;10;9,2;8,6
593877;32231;12,2;24;12;8,2;7,8
593877;32231;12,2;24;14;7,8;7,4
593877;32231;12,2;24;16;6,2;5,8
593877;32231;12,2;24;18;5,3;4,9
593877;32231;12,2;24;20;4;3,6
593877;32231;12,2;24;22;2,8;2,6
593877;32263;20,1;25;0,1;23,3;21,1
593877;32263;20,1;25;0,7;20,8;19,2
593877;32263;20,1;25;1,3;20,1;19,1
593877;32263;20,1;25;2;18,7;17,7
593877;32263;20,1;25;4;17,4;16,4
593877;32263;20,1;25;6;16,7;15,9
593877;32263;20,1;25;8;15,9;15,1
593877;32263;20,1;25;10;14,5;13,7
593877;32263;20,1;25;12;13,3;12,7
593877;32263;20,1;25;14;12,3;11,7
593877;32263;20,1;25;16;11,5;10,9
593877;32263;20,1;25;18;10;9,4
593877;32263;20,1;25;20;8;7,4
593877;32263;20,1;25;22;5,6;5
593877;31973;11,8;26,1;0,1;15,1;13,3
593877;31973;11,8;26,1;0,7;12,2;11,4
593877;31973;11,8;26,1;1,3;11,8;11
593877;31973;11,8;26,1;2;11,2;10,4
593877;31973;11,8;26,1;4;10,5;9,7
593877;31973;11,8;26,1;6;10;9,4
593877;31973;11,8;26,1;8;9,4;8,8
593877;31973;11,8;26,1;10;8;7,4
593877;31973;11,8;26,1;12;7,4;7
593877;31973;11,8;26,1;14;6;5,6
593877;31973;11,8;26,1;16;5,1;4,7
593877;31973;11,8;26,1;18;3,8;3,4
593877;31975;9,4;16,7;0,1;11,2;10
593877;31975;9,4;16,7;0,7;9,8;9
593877;31975;9,4;16,7;1,3;9,4;8,6
593877;31975;9,4;16,7;2;9,2;8,6
593877;31975;9,4;16,7;4;8,4;7,8
593877;31975;9,4;16,7;6;7,9;7,3
593877;31975;9,4;16,7;8;6,9;6,3
593877;31975;9,4;16,7;10;6;5,6
593877;31975;9,4;16,7;12;3,4;3
593877;31977;15;24,3;0,1;19;16,4
593877;31977;15;24,3;0,7;15,5;14,3
593877;31977;15;24,3;1,3;15;14,2
593877;31977;15;24,3;2;14,8;14
593877;31977;15;24,3;4;13,3;12,5
593877;31977;15;24,3;6;12,2;11,4
593877;31977;15;24,3;8;11,3;10,7
593877;31977;15;24,3;10;10,7;10,1
593877;31977;15;24,3;12;9,2;8,6
593877;31977;15;24,3;14;8;7,4
593877;31977;15;24,3;16;7,3;6,7
593877;31977;15;24,3;18;5,4;5
593877;5119;8,5;16,8;0,1;11,6;9,4
593877;5119;8,5;16,8;0,7;9,1;7,9
593877;5119;8,5;16,8;1,3;8,5;7,7
593877;5119;8,5;16,8;2;8,3;7,5
593877;5119;8,5;16,8;4;8;7,2
593877;5119;8,5;16,8;6;7,2;6,6
593877;5119;8,5;16,8;8;6,7;6,1
593877;5119;8,5;16,8;10;5,7;5,3
593877;5119;8,5;16,8;12;4,6;4,2
593877;5119;8,5;16,8;14;3,6;3,2
593877;16334;14,4;22,9;0,1;18,5;16,5
593877;16334;14,4;22,9;0,7;15,5;14,3
593877;16334;14,4;22,9;1,3;14,4;13,6
593877;16334;14,4;22,9;2;14,2;13,4
593877;16334;14,4;22,9;4;13,6;12,8
593877;16334;14,4;22,9;6;12,7;11,9
593877;16334;14,4;22,9;8;11,6;11
593877;16334;14,4;22,9;10;10,6;10
593877;16334;14,4;22,9;12;9,5;8,9
593877;16334;14,4;22,9;14;8,4;7,8
593877;16334;14,4;22,9;16;6,7;6,1
593877;16334;14,4;22,9;18;5,6;5
593877;16334;14,4;22,9;20;4;3,6
593877;30895;12,2;23,7;0,1;14,8;13,2
593877;30895;12,2;23,7;0,7;13;12,2
593877;30895;12,2;23,7;1,3;12,2;11,4
593877;30895;12,2;23,7;2;11,6;10,8
593877;30895;12,2;23,7;4;10,9;10,3
593877;30895;12,2;23,7;6;10,5;9,9
593877;30895;12,2;23,7;8;10;9,4
593877;30895;12,2;23,7;10;9,2;8,6
593877;30895;12,2;23,7;12;8,3;7,7
593877;30895;12,2;23,7;14;7,2;6,6
593877;30895;12,2;23,7;16;6,1;5,5
593877;30895;12,2;23,7;18;5,1;4,7
593877;30895;12,2;23,7;20;3,8;3,4
593877;30906;13,4;24,7;0,1;15,3;13,9
593877;30906;13,4;24,7;0,7;14;13
593877;30906;13,4;24,7;1,3;13,4;12,6
593877;30906;13,4;24,7;2;12,4;11,8
593877;30906;13,4;24,7;4;12;11,4
593877;30906;13,4;24,7;6;11,6;11
593877;30906;13,4;24,7;8;10,7;10,1
593877;30906;13,4;24,7;10;10,2;9,6
593877;30906;13,4;24,7;12;9,5;8,9
593877;30906;13,4;24,7;14;8,2;7,6
593877;30906;13,4;24,7;16;7,1;6,5
593877;30906;13,4;24,7;18;6;5,6
593877;30906;13,4;24,7;20;4,6;4,2
593877;30906;13,4;24,7;22;3,5;3,1
593877;30907;15,8;25,2;0,1;18,6;17,2
593877;30907;15,8;25,2;0,7;17,1;16,1
593877;30907;15,8;25,2;1,3;15,8;14,8
593877;30907;15,8;25,2;2;15,4;14,6
593877;30907;15,8;25,2;4;14,2;13,4
593877;30907;15,8;25,2;6;13,4;12,8
593877;30907;15,8;25,2;8;12,8;12,2
593877;30907;15,8;25,2;10;11,6;11
593877;30907;15,8;25,2;12;10,5;9,9
593877;30907;15,8;25,2;14;9,3;8,7
593877;30907;15,8;25,2;16;8;7,4
593877;30907;15,8;25,2;18;7,1;6,5
593877;30907;15,8;25,2;20;5,8;5,2
593877;30907;15,8;25,2;22;3,8;3,4
593877;23764;8,4;17,1;0,1;11,5;9,7
593877;23764;8,4;17,1;0,7;9,4;8,4
593877;23764;8,4;17,1;1,3;8,4;8
593877;23764;8,4;17,1;2;7,8;7,4
593877;23764;8,4;17,1;4;7,7;7,3
593877;23764;8,4;17,1;6;6,9;6,5
593877;23764;8,4;17,1;8;6,2;5,8
593877;23764;8,4;17,1;10;5,4;5
593877;23764;8,4;17,1;12;4,3;3,9
593877;23764;8,4;17,1;14;3,3;2,9
593877;23764;8,4;17,1;16;1,6;1,4
593877;32067;11,3;21,8;0,1;13,7;12,3
593877;32067;11,3;21,8;0,7;12,3;11,5
593877;32067;11,3;21,8;1,3;11,3;10,7
593877;32067;11,3;21,8;2;11;10,4
593877;32067;11,3;21,8;4;10,8;10,2
593877;32067;11,3;21,8;6;10;9,4
593877;32067;11,3;21,8;8;9,4;8,8
593877;32067;11,3;21,8;10;8,5;7,9
593877;32067;11,3;21,8;12;7,4;7
593877;32067;11,3;21,8;14;6,6;6,2
593877;32067;11,3;21,8;16;5,5;5,1
593877;32067;11,3;21,8;18;4;3,6
593877;36324;11,8;22,5;0,1;14,9;13,5
593877;36324;11,8;22,5;0,7;12,4;11,6
593877;36324;11,8;22,5;1,3;11,8;11,4
593877;36324;11,8;22,5;2;11,2;10,8
593877;36324;11,8;22,5;4;10,7;10,5
593877;36324;11,8;22,5;6;10,2;10
593877;36324;11,8;22,5;8;9,4;9,2
593877;36324;11,8;22,5;10;8,9;8,7
593877;36324;11,8;22,5;12;7,5;7,3
593877;36324;11,8;22,5;14;6,5;6,3
593877;36324;11,8;22,5;16;5,5;5,3
593877;36324;11,8;22,5;18;4,2;4
593877;30510;5,1;12,9;0,1;6,7;5,9
593877;30510;5,1;12,9;0,7;5,6;5,2
593877;30510;5,1;12,9;1,3;5,1;4,9
593877;30510;5,1;12,9;2;4,8;4,6
593877;30510;5,1;12,9;4;4,3;4,1
593877;30510;5,1;12,9;6;3,7;3,5
593877;30549;11,2;23;0,1;14,8;13,4
593877;30549;11,2;23;0,7;11,5;10,7
593877;30549;11,2;23;1,3;11,2;10,4
593877;30549;11,2;23;2;11;10,2
593877;30549;11,2;23;4;10,3;9,5
593877;30549;11,2;23;6;9,8;9
593877;30549;11,2;23;8;8,9;8,1
593877;30549;11,2;23;10;8,1;7,5
593877;30549;11,2;23;12;7,3;6,7
593877;30549;11,2;23;14;6,3;5,7
593877;30549;11,2;23;16;5,2;4,8
593877;30549;11,2;23;18;4,3;3,9
593877;30549;11,2;23;20;3;2,6
593877;30442;8,6;17,6;0,1;10,2;9,2
593877;30442;8,6;17,6;0,7;8,9;8,1
593877;30442;8,6;17,6;1,3;8,6;8
593877;30442;8,6;17,6;2;7,9;7,5
593877;30442;8,6;17,6;4;7,5;7,1
593877;30442;8,6;17,6;6;7,3;6,9
593877;30442;8,6;17,6;8;6,5;6,1
593877;30442;8,6;17,6;10;5,2;4,8
593877;30442;8,6;17,6;12;4,3;3,9
593877;30442;8,6;17,6;14;3,3;3,1
593877;30442;8,6;17,6;16;1,9;1,7
593877;28661;7,3;13,5;0,1;10;8,6
593877;28661;7,3;13,5;0,7;7,9;7,1
593877;28661;7,3;13,5;1,3;7,3;6,7
593877;28661;7,3;13,5;2;6,5;6,1
593877;28661;7,3;13,5;4;6;5,6
593877;28661;7,3;13,5;6;5,8;5,4
593877;28661;7,3;13,5;8;4,4;4
593877;28661;7,3;13,5;10;3,4;3
593877;28661;7,3;13,5;12;2;1,8
593877;28669;22,6;29,3;0,1;28,8;26
593877;28669;22,6;29,3;0,7;25,1;22,9
593877;28669;22,6;29,3;1,3;22,6;21
593877;28669;22,6;29,3;2;21,8;20,6
593877;28669;22,6;29,3;4;20,6;19,4
593877;28669;22,6;29,3;6;18,5;17,3
593877;28669;22,6;29,3;8;17,4;16,4
593877;28669;22,6;29,3;10;16,3;15,3
593877;28669;22,6;29,3;12;15;14
593877;28669;22,6;29,3;14;14,3;13,5
593877;28669;22,6;29,3;16;12,8;12
593877;28669;22,6;29,3;18;11,5;10,7
593877;28669;22,6;29,3;20;10,4;9,6
593877;28669;22,6;29,3;22;8,8;8
593877;28669;22,6;29,3;24;7,8;7
593877;28669;22,6;29,3;26;5,8;5,2
593877;28669;22,6;29,3;28;2,3;2,1
593877;28670;2,5;7,1;0,1;3,4;3
593877;28670;2,5;7,1;0,7;2,9;2,7
593877;28670;2,5;7,1;1,3;2,5;2,3
593877;28670;2,5;7,1;2;1,9;1,7
593877;28680;22,8;27,2;0,1;27,9;25,1
593877;28680;22,8;27,2;0,7;24,7;22,9
593877;28680;22,8;27,2;1,3;22,8;21,6
593877;28680;22,8;27,2;2;22,3;21,3
593877;28680;22,8;27,2;4;20,3;19,3
593877;28680;22,8;27,2;6;18,7;17,9
593877;28680;22,8;27,2;8;17,6;16,8
593877;28680;22,8;27,2;10;16,4;15,6
593877;28680;22,8;27,2;12;15,4;14,6
593877;28680;22,8;27,2;14;13,5;12,7
593877;28680;22,8;27,2;16;12;11,2
593877;28680;22,8;27,2;18;10,6;10
593877;28680;22,8;27,2;20;9;8,4
593877;28680;22,8;27,2;22;7;6,4
593877;28680;22,8;27,2;24;5;4,4
593877;13964;7,9;12;0,1;13,2;12,2
593877;13964;7,9;12;0,7;9;8,4
593877;13964;7,9;12;1,3;7,9;7,3
593877;13964;7,9;12;2;6,9;6,3
593877;13964;7,9;12;4;6;5,4
593877;13964;7,9;12;6;4,9;4,3
593877;13964;7,9;12;8;4,3;3,7
593877;13964;7,9;12;10;3,3;2,9
593877;16435;4,2;7,7;0,1;6,8;6
593877;16435;4,2;7,7;0,7;4,5;3,7
593877;16435;4,2;7,7;1,3;4,2;3,6
593877;16435;4,2;7,7;2;4;3,6
593877;16435;4,2;7,7;4;2,9;2,7
593877;16435;4,2;7,7;6;1,8;1,6
593877;13994;17,5;21,4;0,1;22,2;18,8
593877;13994;17,5;21,4;0,7;19,2;17,2
593877;13994;17,5;21,4;1,3;17,5;15,7
593877;13994;17,5;21,4;2;17;15,6
593877;13994;17,5;21,4;4;14,4;13,2
593877;13994;17,5;21,4;6;13,9;12,9
593877;13994;17,5;21,4;8;13;12,2
593877;13994;17,5;21,4;10;11,7;10,9
593877;13994;17,5;21,4;12;10,4;9,6
593877;13994;17,5;21,4;14;8,5;7,7
593877;13994;17,5;21,4;16;7,4;6,6
593877;13994;17,5;21,4;18;5,5;4,9
593877;13994;17,5;21,4;20;3;2,6
