"estrato";"arvore";"dap";"ht";"hi";"dicc";"disc"
594016;12056;13,9;24,5;0,1;16,6;15,2
594016;12056;13,9;24,5;0,7;14,4;13,4
594016;12056;13,9;24,5;1,3;13,9;13,1
594016;12056;13,9;24,5;2;13,4;12,6
594016;12056;13,9;24,5;4;12,5;11,7
594016;12056;13,9;24,5;6;11,7;10,9
594016;12056;13,9;24,5;8;11;10,2
594016;12056;13,9;24,5;10;10,5;9,9
594016;12056;13,9;24,5;12;9,5;8,9
594016;12056;13,9;24,5;14;8,5;7,9
594016;12056;13,9;24,5;16;7,1;6,7
594016;12056;13,9;24,5;18;6,2;5,8
594016;12056;13,9;24,5;20;4,8;4,4
594016;12056;13,9;24,5;22;3,6;3,4
594016;4284;8,2;16,9;0,1;9,8;9,2
594016;4284;8,2;16,9;0,7;8,7;8,3
594016;4284;8,2;16,9;1,3;8,2;7,8
594016;4284;8,2;16,9;2;8;7,6
594016;4284;8,2;16,9;4;7,4;7
594016;4284;8,2;16,9;6;6,6;6,2
594016;4284;8,2;16,9;8;6;5,8
594016;4284;8,2;16,9;10;5,1;4,9
594016;4284;8,2;16,9;12;4;3,8
594016;4284;8,2;16,9;14;3,1;2,9
594016;4284;8,2;16,9;16;1,2;1,1
594016;18171;24,2;29,4;0,1;28,5;26,9
594016;18171;24,2;29,4;0,7;25,3;24,3
594016;18171;24,2;29,4;1,3;24,2;23,2
594016;18171;24,2;29,4;2;22,7;21,9
594016;18171;24,2;29,4;4;20,2;19,4
594016;18171;24,2;29,4;6;19,4;18,6
594016;18171;24,2;29,4;8;19;18,2
594016;18171;24,2;29,4;10;17,5;16,9
594016;18171;24,2;29,4;12;17;16,4
594016;18171;24,2;29,4;14;15,2;14,6
594016;18171;24,2;29,4;16;13,8;13,2
594016;18171;24,2;29,4;18;13;12,4
594016;18171;24,2;29,4;20;11;10,4
594016;18171;24,2;29,4;22;9,4;8,8
594016;18171;24,2;29,4;24;7,4;6,8
594016;18171;24,2;29,4;26;6,4;5,8
594016;18171;24,2;29,4;28;2;1,8
594016;8659;23,5;26;0,1;28,9;26,9
594016;8659;23,5;26;0,7;25,7;24,3
594016;8659;23,5;26;1,3;23,5;22,1
594016;8659;23,5;26;2;22;21
594016;8659;23,5;26;4;20;19
594016;8659;23,5;26;6;19,3;18,3
594016;8659;23,5;26;8;17,5;16,5
594016;8659;23,5;26;10;16,8;16
594016;8659;23,5;26;12;15,5;14,7
594016;8659;23,5;26;14;14;13,2
594016;8659;23,5;26;16;12,4;11,6
594016;8659;23,5;26;18;10,6;9,8
594016;8659;23,5;26;20;9,3;8,5
594016;8659;23,5;26;22;6,5;5,7
594016;8659;23,5;26;24;4;3,6
594016;8659;23,5;26;26;1;0,9
594016;8668;13,1;22,6;0,1;15,3;14,1
594016;8668;13,1;22,6;0,7;14;13,2
594016;8668;13,1;22,6;1,3;13,1;12,3
594016;8668;13,1;22,6;2;12,6;11,8
594016;8668;13,1;22,6;4;11,5;10,9
594016;8668;13,1;22,6;6;11,5;10,9
594016;8668;13,1;22,6;8;10,4;9,8
594016;8668;13,1;22,6;10;9,4;8,8
594016;8668;13,1;22,6;12;8,3;7,7
594016;8668;13,1;22,6;14;7;6,6
594016;8668;13,1;22,6;16;6;5,6
594016;8668;13,1;22,6;18;4,8;4,4
594016;8668;13,1;22,6;20;3;2,8
594016;8672;26,5;31,5;0,1;32;30
594016;8672;26,5;31,5;0,7;28,5;27,1
594016;8672;26,5;31,5;1,3;26,5;25,3
594016;8672;26,5;31,5;2;25,1;23,9
594016;8672;26,5;31,5;4;24;23
594016;8672;26,5;31,5;6;23,6;22,6
594016;8672;26,5;31,5;8;20,8;20
594016;8672;26,5;31,5;10;19,4;18,6
594016;8672;26,5;31,5;12;18;17,2
594016;8672;26,5;31,5;14;16,8;16
594016;8672;26,5;31,5;16;15,6;14,8
594016;8672;26,5;31,5;18;14,6;13,8
594016;8672;26,5;31,5;20;13,3;12,5
594016;8672;26,5;31,5;22;11,4;10,6
594016;8672;26,5;31,5;24;9,7;8,9
594016;8672;26,5;31,5;26;8,5;7,7
594016;8672;26,5;31,5;28;5,4;4,8
594016;8672;26,5;31,5;30;2,2;2
594016;22014;14,5;22,8;0,1;17,9;16,3
594016;22014;14,5;22,8;0,7;14,8;13,8
594016;22014;14,5;22,8;1,3;14,5;13,7
594016;22014;14,5;22,8;2;14,1;13,3
594016;22014;14,5;22,8;4;13,2;12,4
594016;22014;14,5;22,8;6;12,7;11,9
594016;22014;14,5;22,8;8;11,4;10,8
594016;22014;14,5;22,8;10;10,2;9,6
594016;22014;14,5;22,8;12;9,1;8,5
594016;22014;14,5;22,8;14;8;7,4
594016;22014;14,5;22,8;16;6,9;6,3
594016;22014;14,5;22,8;18;5,3;4,9
594016;22014;14,5;22,8;20;3,9;3,5
594016;22019;24,6;26,7;0,1;28,4;26,6
594016;22019;24,6;26,7;0,7;25,1;23,5
594016;22019;24,6;26,7;1,3;24,6;23,2
594016;22019;24,6;26,7;2;22,2;21
594016;22019;24,6;26,7;4;21,1;20,1
594016;22019;24,6;26,7;6;20,3;19,3
594016;22019;24,6;26,7;8;18,9;17,9
594016;22019;24,6;26,7;10;16,5;15,5
594016;22019;24,6;26,7;12;15,8;14,8
594016;22019;24,6;26,7;14;15;14,2
594016;22019;24,6;26,7;16;12,7;11,9
594016;22019;24,6;26,7;18;11,2;10,4
594016;22019;24,6;26,7;20;9,3;8,5
594016;22019;24,6;26,7;22;6,5;5,7
594016;22019;24,6;26,7;24;4;3,4
594016;24107;16,3;25,2;0,1;18,8;17,4
594016;24107;16,3;25,2;0,7;16,8;15,6
594016;24107;16,3;25,2;1,3;16,3;15,3
594016;24107;16,3;25,2;2;15,7;14,7
594016;24107;16,3;25,2;4;15,2;14,2
594016;24107;16,3;25,2;6;14;13,2
594016;24107;16,3;25,2;8;13,2;12,4
594016;24107;16,3;25,2;10;12,3;11,7
594016;24107;16,3;25,2;12;11;10,4
594016;24107;16,3;25,2;14;10,2;9,6
594016;24107;16,3;25,2;16;9;8,4
594016;24107;16,3;25,2;18;7,5;6,9
594016;24107;16,3;25,2;20;6,3;5,7
594016;24107;16,3;25,2;22;4,3;3,9
594016;24107;16,3;25,2;24;1,3;1,1
594016;21913;16,5;24,6;0,1;19;17,6
594016;21913;16,5;24,6;0,7;17,7;16,5
594016;21913;16,5;24,6;1,3;16,5;15,5
594016;21913;16,5;24,6;2;16;15,2
594016;21913;16,5;24,6;4;14,8;14,2
594016;21913;16,5;24,6;6;13,5;12,9
594016;21913;16,5;24,6;8;13;12,4
594016;21913;16,5;24,6;10;11,5;10,9
594016;21913;16,5;24,6;12;10,5;9,9
594016;21913;16,5;24,6;14;9,4;8,8
594016;21913;16,5;24,6;16;8,2;7,6
594016;21913;16,5;24,6;18;7;6,4
594016;21913;16,5;24,6;20;5,4;5
594016;21913;16,5;24,6;22;3,4;3
594016;4622;21;27,8;0,1;26,6;23,6
594016;4622;21;27,8;0,7;22,6;20,6
594016;4622;21;27,8;1,3;21;19,6
594016;4622;21;27,8;2;19,8;18,6
594016;4622;21;27,8;4;18,6;17,6
594016;4622;21;27,8;6;17,2;16,2
594016;4622;21;27,8;8;16,1;15,1
594016;4622;21;27,8;10;15;14
594016;4622;21;27,8;12;14,1;13,1
594016;4622;21;27,8;14;12,8;11,8
594016;4622;21;27,8;16;11,8;10,8
594016;4622;21;27,8;18;10,7;9,7
594016;4622;21;27,8;20;9,3;8,5
594016;4622;21;27,8;22;7,3;6,7
594016;4622;21;27,8;24;5,8;5,2
594016;16449;3,8;8,4;0,1;5;4,4
594016;16449;3,8;8,4;0,7;4;3,8
594016;16449;3,8;8,4;1,3;3,8;3,6
594016;16449;3,8;8,4;2;3,3;3,1
594016;16449;3,8;8,4;4;2,8;2,6
594016;16449;3,8;8,4;6;2;1,8
594016;16466;14,6;24,2;0,1;17,9;16,3
594016;16466;14,6;24,2;0,7;15,6;14,6
594016;16466;14,6;24,2;1,3;14,6;13,6
594016;16466;14,6;24,2;2;14,2;13,4
594016;16466;14,6;24,2;4;13,3;12,5
594016;16466;14,6;24,2;6;12,6;11,8
594016;16466;14,6;24,2;8;12;11,2
594016;16466;14,6;24,2;10;11;10,4
594016;16466;14,6;24,2;12;9,8;9,2
594016;16466;14,6;24,2;14;8,8;8,4
594016;16466;14,6;24,2;16;8;7,6
594016;16466;14,6;24,2;18;6,6;6,2
594016;16466;14,6;24,2;20;5,2;4,8
594016;16466;14,6;24,2;22;2,7;2,3
594016;24784;18,9;23,9;0,1;23,2;20,6
594016;24784;18,9;23,9;0,7;20,2;18,6
594016;24784;18,9;23,9;1,3;18,9;17,7
594016;24784;18,9;23,9;2;17,7;16,7
594016;24784;18,9;23,9;4;16,4;15,4
594016;24784;18,9;23,9;6;15,4;14,4
594016;24784;18,9;23,9;8;14,5;13,7
594016;24784;18,9;23,9;10;13,4;12,6
594016;24784;18,9;23,9;12;11,6;10,8
594016;24784;18,9;23,9;14;11,4;10,6
594016;24784;18,9;23,9;16;8,7;7,9
594016;24784;18,9;23,9;18;7,3;6,7
594016;24784;18,9;23,9;20;5,4;4,8
594016;24784;18,9;23,9;22;2,6;2,2
594016;17753;4,3;9,8;0,1;6,3;5,3
594016;17753;4,3;9,8;0,7;4,7;4,1
594016;17753;4,3;9,8;1,3;4,3;3,7
594016;17753;4,3;9,8;2;3,9;3,3
594016;17753;4,3;9,8;4;3,2;3
594016;17753;4,3;9,8;6;2,6;2,4
594016;17753;4,3;9,8;8;1,7;1,5
594016;17761;7,5;12,8;0,1;9,6;8,4
594016;17761;7,5;12,8;0,7;7,8;6,8
594016;17761;7,5;12,8;1,3;7,5;6,9
594016;17761;7,5;12,8;2;6,9;6,3
594016;17761;7,5;12,8;4;5,6;5,2
594016;17761;7,5;12,8;6;4,7;4,3
594016;17761;7,5;12,8;8;4;3,6
594016;17761;7,5;12,8;10;2,6;2,4
594016;17763;13,4;18,8;0,1;16,2;14,4
594016;17763;13,4;18,8;0,7;14,8;13
594016;17763;13,4;18,8;1,3;13,4;12
594016;17763;13,4;18,8;2;12,5;11,5
594016;17763;13,4;18,8;4;11,8;11
594016;17763;13,4;18,8;6;10,7;9,9
594016;17763;13,4;18,8;8;9,9;9,1
594016;17763;13,4;18,8;10;8,3;7,7
594016;17763;13,4;18,8;12;7,2;6,6
594016;17763;13,4;18,8;14;5,8;5,2
594016;17763;13,4;18,8;16;3,5;3,1
594016;16280;6,5;13,5;0,1;7,6;7,6
594016;16280;6,5;13,5;0,7;6,8;6,8
594016;16280;6,5;13,5;1,3;6,5;6,5
594016;16280;6,5;13,5;2;6,4;6,4
594016;16280;6,5;13,5;4;5,9;5,9
594016;16280;6,5;13,5;6;5,2;5,2
594016;16280;6,5;13,5;8;4,4;4,4
594016;16280;6,5;13,5;10;3,2;3,2
594016;16280;6,5;13,5;12;1,9;1,9
594016;39226;19;29,2;0,1;24,5;21,7
594016;39226;19;29,2;0,7;21;19
594016;39226;19;29,2;1,3;19;17,6
594016;39226;19;29,2;2;17,6;16,6
594016;39226;19;29,2;4;16,3;15,5
594016;39226;19;29,2;6;15,55;14,75
594016;39226;19;29,2;8;14,75;13,95
594016;39226;19;29,2;10;14,05;13,25
594016;39226;19;29,2;12;12,7;11,9
594016;39226;19;29,2;14;11,55;10,75
594016;39226;19;29,2;16;10,8;10
594016;39226;19;29,2;18;9,85;9,25
594016;39226;19;29,2;20;8,5;7,9
594016;39226;19;29,2;22;7,55;6,95
594016;39226;19;29,2;24;6;5,4
594016;39226;19;29,2;26;3,8;3,4
594016;29719;12,6;22,2;0,1;16;14,4
594016;29719;12,6;22,2;0,7;13,4;12,4
594016;29719;12,6;22,2;1,3;12,6;11,8
594016;29719;12,6;22,2;2;11,8;11,2
594016;29719;12,6;22,2;4;11,5;10,9
594016;29719;12,6;22,2;6;10,7;10,1
594016;29719;12,6;22,2;8;9,8;9,2
594016;29719;12,6;22,2;10;8,7;8,1
594016;29719;12,6;22,2;12;7,6;7
594016;29719;12,6;22,2;14;6,8;6,4
594016;29719;12,6;22,2;16;5,3;4,9
594016;29719;12,6;22,2;18;4,5;4,1
594016;29719;12,6;22,2;20;2,6;2,2
594016;23728;9,8;18,4;0,1;12,2;11
594016;23728;9,8;18,4;0,7;10,3;9,5
594016;23728;9,8;18,4;1,3;9,8;9
594016;23728;9,8;18,4;2;9,5;8,7
594016;23728;9,8;18,4;4;9;8,2
594016;23728;9,8;18,4;6;8;7,6
594016;23728;9,8;18,4;8;7,1;6,7
594016;23728;9,8;18,4;10;6,3;5,9
594016;23728;9,8;18,4;12;5,1;4,7
594016;23728;9,8;18,4;14;4;3,8
594016;23728;9,8;18,4;16;3;2,8
594016;25049;18,5;24,2;0,1;22,4;20
594016;25049;18,5;24,2;0,7;19,4;18
594016;25049;18,5;24,2;1,3;18,5;17,1
594016;25049;18,5;24,2;2;16,5;15,5
594016;25049;18,5;24,2;4;15;14,2
594016;25049;18,5;24,2;6;14,2;13,4
594016;25049;18,5;24,2;8;13,1;12,3
594016;25049;18,5;24,2;10;12,1;11,3
594016;25049;18,5;24,2;12;11;10,4
594016;25049;18,5;24,2;14;10;9,4
594016;25049;18,5;24,2;16;9;8,4
594016;25049;18,5;24,2;18;8;7,4
594016;25049;18,5;24,2;20;6,3;5,7
594016;25049;18,5;24,2;22;4;3,6
594016;16319;22,1;25,5;0,1;26,8;23,6
594016;16319;22,1;25,5;0,7;23,7;21,9
594016;16319;22,1;25,5;1,3;22,1;20,7
594016;16319;22,1;25,5;2;20,9;19,7
594016;16319;22,1;25,5;4;19,8;18,8
594016;16319;22,1;25,5;6;18,6;17,6
594016;16319;22,1;25,5;8;17,4;16,4
594016;16319;22,1;25,5;10;16;15,2
594016;16319;22,1;25,5;12;14,5;13,7
594016;16319;22,1;25,5;14;13,2;12,4
594016;16319;22,1;25,5;16;11,6;10,8
594016;16319;22,1;25,5;18;9,9;9,1
594016;16319;22,1;25,5;20;8;7,4
594016;16319;22,1;25,5;22;5,7;5,1
594016;16319;22,1;25,5;24;2,5;2,3
594016;32064;5,5;11;0,1;7,1;6,3
594016;32064;5,5;11;0,7;5,8;5,4
594016;32064;5,5;11;1,3;5,5;5,1
594016;32064;5,5;11;2;5,2;4,8
594016;32064;5,5;11;4;4,6;4,2
594016;32064;5,5;11;6;4;3,6
594016;18549;21,4;24,8;0,1;25,1;22,9
594016;18549;21,4;24,8;0,7;21,9;20,7
594016;18549;21,4;24,8;1,3;21,4;20,2
594016;18549;21,4;24,8;2;20,5;19,5
594016;18549;21,4;24,8;4;18,8;17,8
594016;18549;21,4;24,8;6;17,3;16,3
594016;18549;21,4;24,8;8;16;15,2
594016;18549;21,4;24,8;10;15;14,2
594016;18549;21,4;24,8;12;13,5;12,7
594016;18549;21,4;24,8;14;11,9;11,1
594016;18549;21,4;24,8;16;10,6;9,8
594016;18549;21,4;24,8;18;8,6;8
594016;18549;21,4;24,8;20;6,7;6,1
594016;18549;21,4;24,8;22;4,3;3,7
594016;29103;16,9;24,9;0,1;19,7;17,7
594016;29103;16,9;24,9;0,7;18;16,8
594016;29103;16,9;24,9;1,3;16,9;15,9
594016;29103;16,9;24,9;2;16,2;15,2
594016;29103;16,9;24,9;4;15;14,2
594016;29103;16,9;24,9;6;14,6;14
594016;29103;16,9;24,9;8;13,5;12,9
594016;29103;16,9;24,9;10;12,1;11,5
594016;29103;16,9;24,9;12;11,2;10,6
594016;29103;16,9;24,9;14;9,8;9,2
594016;29103;16,9;24,9;16;8,6;8
594016;29103;16,9;24,9;18;7,3;6,7
594016;29103;16,9;24,9;20;5,9;5,3
594016;29103;16,9;24,9;22;4,3;3,9
594016;24928;5,6;10,7;0,1;7,1;6,3
594016;24928;5,6;10,7;0,7;5,8;5,4
594016;24928;5,6;10,7;1,3;5,6;5,2
594016;24928;5,6;10,7;2;5,1;4,7
594016;24928;5,6;10,7;4;4,4;4
594016;24928;5,6;10,7;6;3,6;3,4
594016;40280;18,8;24,8;0,1;22,8;20,6
594016;40280;18,8;24,8;0,7;19,7;17,9
594016;40280;18,8;24,8;1,3;18,8;17,4
594016;40280;18,8;24,8;2;17,9;16,7
594016;40280;18,8;24,8;4;16,45;15,65
594016;40280;18,8;24,8;6;15,15;14,35
594016;40280;18,8;24,8;8;14,15;13,35
594016;40280;18,8;24,8;10;13,1;12,3
594016;40280;18,8;24,8;12;12,4;11,6
594016;40280;18,8;24,8;14;11,05;10,45
594016;40280;18,8;24,8;16;9,95;9,35
594016;40280;18,8;24,8;18;8,4;7,8
594016;40280;18,8;24,8;20;7,25;6,65
594016;40280;18,8;24,8;22;4,6;4,2
594016;2553;13,2;22,8;0,1;17,7;15,1
594016;2553;13,2;22,8;0,7;14;12,6
594016;2553;13,2;22,8;1,3;13,2;12
594016;2553;13,2;22,8;2;13;12
594016;2553;13,2;22,8;4;11,9;10,9
594016;2553;13,2;22,8;6;10,9;10,1
594016;2553;13,2;22,8;8;10,1;9,3
594016;2553;13,2;22,8;10;9,6;8,8
594016;2553;13,2;22,8;12;8,6;7,8
594016;2553;13,2;22,8;14;7,5;6,9
594016;2553;13,2;22,8;16;6,7;6,1
594016;2553;13,2;22,8;18;5,3;4,7
594016;2553;13,2;22,8;20;3,8;3,4
594016;30572;12,7;20,8;0,1;17;15,2
594016;30572;12,7;20,8;0,7;14;12,6
594016;30572;12,7;20,8;1,3;12,7;11,7
594016;30572;12,7;20,8;2;12,3;11,5
594016;30572;12,7;20,8;4;11,4;10,8
594016;30572;12,7;20,8;6;10,6;10
594016;30572;12,7;20,8;8;9,7;9,3
594016;30572;12,7;20,8;10;8,8;8,4
594016;30572;12,7;20,8;12;7,7;7,3
594016;30572;12,7;20,8;14;6,6;6,2
594016;30572;12,7;20,8;16;5,1;4,7
594016;30572;12,7;20,8;18;3,7;3,3
594016;30409;15,4;24,8;0,1;20;17,4
594016;30409;15,4;24,8;0,7;16,6;15,4
594016;30409;15,4;24,8;1,3;15,4;14,4
594016;30409;15,4;24,8;2;15,3;14,3
594016;30409;15,4;24,8;4;14,2;13,4
594016;30409;15,4;24,8;6;13,2;12,4
594016;30409;15,4;24,8;8;12,5;11,7
594016;30409;15,4;24,8;10;11,3;10,5
594016;30409;15,4;24,8;12;10,7;9,9
594016;30409;15,4;24,8;14;9,6;8,8
594016;30409;15,4;24,8;16;8,5;7,9
594016;30409;15,4;24,8;18;7,3;6,7
594016;30409;15,4;24,8;20;5,9;5,3
594016;30409;15,4;24,8;22;3,6;3,2
594016;30556;9,9;22,1;0,1;13,4;11,8
594016;30556;9,9;22,1;0,7;10,5;9,7
594016;30556;9,9;22,1;1,3;9,9;9,1
594016;30556;9,9;22,1;2;9,5;8,9
594016;30556;9,9;22,1;4;9;8,4
594016;30556;9,9;22,1;6;8,5;8,1
594016;30556;9,9;22,1;8;8;7,6
594016;30556;9,9;22,1;10;7,3;6,9
594016;30556;9,9;22,1;12;6,4;6
594016;30556;9,9;22,1;14;5,3;4,9
594016;30556;9,9;22,1;16;4,5;4,1
594016;30556;9,9;22,1;18;3,7;3,5
594016;30453;19;26,1;0,1;22,7;20,9
594016;30453;19;26,1;0,7;19,9;18,3
594016;30453;19;26,1;1,3;19;18
594016;30453;19;26,1;2;17,8;16,8
594016;30453;19;26,1;4;17;16
594016;30453;19;26,1;6;16,2;15,4
594016;30453;19;26,1;8;14,8;14
594016;30453;19;26,1;10;13,7;12,9
594016;30453;19;26,1;12;13;12,2
594016;30453;19;26,1;14;12,1;11,3
594016;30453;19;26,1;16;10,6;9,8
594016;30453;19;26,1;18;9,2;8,4
594016;30453;19;26,1;20;7,3;6,7
594016;30453;19;26,1;22;5,5;4,9
594016;30453;19;26,1;24;2,9;2,5
594016;30386;7,5;13,2;0,1;9,2;8,2
594016;30386;7,5;13,2;0,7;7,8;7,2
594016;30386;7,5;13,2;1,3;7,5;6,9
594016;30386;7,5;13,2;2;7,3;6,7
594016;30386;7,5;13,2;4;6,2;5,6
594016;30386;7,5;13,2;6;5,5;4,9
594016;30386;7,5;13,2;8;4,8;4,4
594016;30386;7,5;13,2;10;3,5;3,1
594016;30386;7,5;13,2;12;1,6;1,4
594016;29868;21,9;29,9;0,1;26;24,2
594016;29868;21,9;29,9;0,7;23,2;21,8
594016;29868;21,9;29,9;1,3;21,9;20,7
594016;29868;21,9;29,9;2;21,6;20,6
594016;29868;21,9;29,9;4;21;20
594016;29868;21,9;29,9;6;18,7;17,7
594016;29868;21,9;29,9;8;18,2;17,2
594016;29868;21,9;29,9;10;17,1;16,1
594016;29868;21,9;29,9;12;15,8;14,8
594016;29868;21,9;29,9;14;14,4;13,4
594016;29868;21,9;29,9;16;12,8;12
594016;29868;21,9;29,9;18;11,6;10,8
594016;29868;21,9;29,9;20;10,4;9,6
594016;29868;21,9;29,9;22;9,2;8,4
594016;29868;21,9;29,9;24;7,3;6,7
594016;29868;21,9;29,9;26;5,2;4,8
594016;28663;11,8;19,8;0,1;14,6;13,2
594016;28663;11,8;19,8;0,7;13,3;12,1
594016;28663;11,8;19,8;1,3;11,8;10,8
594016;28663;11,8;19,8;2;11,2;10,2
594016;28663;11,8;19,8;4;10;9,4
594016;28663;11,8;19,8;6;9;8,4
594016;28663;11,8;19,8;8;8;7,4
594016;28663;11,8;19,8;10;7,3;6,9
594016;28663;11,8;19,8;12;6,3;5,9
594016;28663;11,8;19,8;14;5,4;5
594016;28663;11,8;19,8;16;3,8;3,4
594016;28663;11,8;19,8;18;2,4;2,2
594016;29886;20,3;28,5;0,1;26,9;24,9
594016;29886;20,3;28,5;0,7;21,2;19,4
594016;29886;20,3;28,5;1,3;20,3;18,5
594016;29886;20,3;28,5;2;18,7;17,5
594016;29886;20,3;28,5;4;17,7;16,7
594016;29886;20,3;28,5;6;16,8;15,8
594016;29886;20,3;28,5;8;16;15
594016;29886;20,3;28,5;10;14,9;14,1
594016;29886;20,3;28,5;12;14;13,2
594016;29886;20,3;28,5;14;12,8;12
594016;29886;20,3;28,5;16;11,6;10,8
594016;29886;20,3;28,5;18;10,7;9,9
594016;29886;20,3;28,5;20;9,4;8,6
594016;29886;20,3;28,5;22;8,2;7,4
594016;29886;20,3;28,5;24;6,4;5,8
594016;29886;20,3;28,5;26;3,7;3,1
594016;16440;17,9;21,4;0,1;22,2;18,8
594016;16440;17,9;21,4;0,7;19,2;17,2
594016;16440;17,9;21,4;1,3;17,9;16,1
594016;16440;17,9;21,4;2;17;15,6
594016;16440;17,9;21,4;4;14,4;13,2
594016;16440;17,9;21,4;6;13,9;12,9
594016;16440;17,9;21,4;8;13;12,2
594016;16440;17,9;21,4;10;11,7;10,9
594016;16440;17,9;21,4;12;10,4;9,6
594016;16440;17,9;21,4;14;8,5;7,7
594016;16440;17,9;21,4;16;7,4;6,6
594016;16440;17,9;21,4;18;5,5;4,9
594016;16440;17,9;21,4;20;3;2,6
593877;12055;10,8;21,4;0,1;12,4;11
593877;12055;10,8;21,4;0,7;11,1;10,3
593877;12055;10,8;21,4;1,3;10,8;10,2
593877;12055;10,8;21,4;2;10,7;10,1
593877;12055;10,8;21,4;4;9,2;8,8
593877;12055;10,8;21,4;6;8,7;8,3
593877;12055;10,8;21,4;8;8;7,6
593877;12055;10,8;21,4;10;7,5;7,1
593877;12055;10,8;21,4;12;6,3;5,9
593877;12055;10,8;21,4;14;5,3;4,9
593877;12055;10,8;21,4;16;4,6;4,2
593877;12055;10,8;21,4;18;3,3;3,1
593877;12055;10,8;21,4;20;2;1,8
593877;37961;16,2;30,9;0,1;21,9;19,5
593877;37961;16,2;30,9;0,7;17,8;16,8
593877;37961;16,2;30,9;1,3;16,2;15,4
593877;37961;16,2;30,9;2;15,7;14,9
593877;37961;16,2;30,9;4;15;14,2
593877;37961;16,2;30,9;6;14,5;13,7
593877;37961;16,2;30,9;8;13,65;12,85
593877;37961;16,2;30,9;10;12,95;12,35
593877;37961;16,2;30,9;12;11,95;11,35
593877;37961;16,2;30,9;14;11,25;10,65
593877;37961;16,2;30,9;16;10,4;10
593877;37961;16,2;30,9;18;9,4;9
593877;37961;16,2;30,9;20;8,4;8
593877;37961;16,2;30,9;22;6,9;6,5
593877;37961;16,2;30,9;24;6,15;5,75
593877;37961;16,2;30,9;26;4,95;4,55
593877;37961;16,2;30,9;28;3,25;2,85
593877;21985;16,3;23,7;0,1;20,7;18,3
593877;21985;16,3;23,7;0,7;17,6;16,2
593877;21985;16,3;23,7;1,3;16,3;15,3
593877;21985;16,3;23,7;2;15,5;14,7
593877;21985;16,3;23,7;4;14;13,2
593877;21985;16,3;23,7;6;12,6;11,8
593877;21985;16,3;23,7;8;11,8;11
593877;21985;16,3;23,7;10;11;10,2
593877;21985;16,3;23,7;12;9,5;8,7
593877;21985;16,3;23,7;14;8,8;8
593877;21985;16,3;23,7;16;7,8;7
593877;21985;16,3;23,7;18;6;5,4
593877;21985;16,3;23,7;20;5;4,4
593877;21985;16,3;23,7;22;2,3;2,1
593877;18168;23,7;30;0,1;27;25,2
593877;18168;23,7;30;0,7;25,2;23,8
593877;18168;23,7;30;1,3;23,7;22,5
593877;18168;23,7;30;2;23;22,2
593877;18168;23,7;30;4;21,5;20,7
593877;18168;23,7;30;6;20,4;19,6
593877;18168;23,7;30;8;19,4;18,6
593877;18168;23,7;30;10;18,4;17,6
593877;18168;23,7;30;12;17;16,2
593877;18168;23,7;30;14;15,2;14,6
593877;18168;23,7;30;16;14;13,4
593877;18168;23,7;30;18;13,2;12,6
593877;18168;23,7;30;20;11,2;10,6
593877;18168;23,7;30;22;10;9,4
593877;18168;23,7;30;24;8,5;7,9
593877;18168;23,7;30;26;6,4;5,8
593877;18168;23,7;30;28;4;3,6
593877;12134;20,5;26,1;0,1;23,8;21,8
593877;12134;20,5;26,1;0,7;21,6;20,2
593877;12134;20,5;26,1;1,3;20,5;19,3
593877;12134;20,5;26,1;2;20,4;19,4
593877;12134;20,5;26,1;4;19;18,2
593877;12134;20,5;26,1;6;17;16,2
593877;12134;20,5;26,1;8;16,5;15,7
593877;12134;20,5;26,1;10;15,2;14,4
593877;12134;20,5;26,1;12;14;13,2
593877;12134;20,5;26,1;14;12,5;11,7
593877;12134;20,5;26,1;16;11,5;10,7
593877;12134;20,5;26,1;18;10;9,2
593877;12134;20,5;26,1;20;8,3;7,7
593877;12134;20,5;26,1;22;6,2;5,6
593877;12134;20,5;26,1;24;4;3,6
593877;8661;10,3;15,4;0,1;13,3;12,1
593877;8661;10,3;15,4;0,7;11;10,2
593877;8661;10,3;15,4;1,3;10,3;9,7
593877;8661;10,3;15,4;2;10,1;9,5
593877;8661;10,3;15,4;4;8,5;8,1
593877;8661;10,3;15,4;6;7,5;7,1
593877;8661;10,3;15,4;8;6;5,6
593877;8661;10,3;15,4;10;5;4,6
593877;8661;10,3;15,4;12;3,5;3,3
593877;8661;10,3;15,4;14;1,5;1,4
593877;30608;9,8;20,4;0,1;13,2;11,4
593877;30608;9,8;20,4;0,7;10,3;8,7
593877;30608;9,8;20,4;1,3;9,8;9
593877;30608;9,8;20,4;2;9,3;8,7
593877;30608;9,8;20,4;4;8,8;8,2
593877;30608;9,8;20,4;6;8,2;7,6
593877;30608;9,8;20,4;8;7,7;7,1
593877;30608;9,8;20,4;10;7;6,4
593877;30608;9,8;20,4;12;6,1;5,7
593877;30608;9,8;20,4;14;5;4,6
593877;30608;9,8;20,4;16;3,7;3,3
593877;30608;9,8;20,4;18;2,2;1,8
593877;30625;22,8;26,9;0,1;27,6;25,2
593877;30625;22,8;26,9;0,7;23,7;21,9
593877;30625;22,8;26,9;1,3;22,8;21,4
593877;30625;22,8;26,9;2;21,7;20,3
593877;30625;22,8;26,9;4;19,8;18,6
593877;30625;22,8;26,9;6;17,8;16,6
593877;30625;22,8;26,9;8;17,2;16
