idamostra;idade1;hdom1;licl4;lscl4;lscl3;lscl2;lscl1;is;nmudou;nis;s
183;45,63;23,93687454;13,50704486;16,46116385;19,7065119;23,24297673;27,07045542;1;1;1;30,3
183;59,72;26,61310865;18,50534614;21,18797595;23,96496329;26,83105359;29,78168637;2;1;2;28
184;34,66;19,5394936;9,256780162;12,15886037;15,58257824;19,56452056;24,14049653;2;1;2;28
184;45,63;23,9567722;13,50704486;16,46116385;19,7065119;23,24297673;27,07045542;1;1;1;30,3
184;59,72;26,6330063;18,50534614;21,18797595;23,96496329;26,83105359;29,78168637;2;1;2;28
185;34,66;19,61908421;9,256780162;12,15886037;15,58257824;19,56452056;24,14049653;1;0;1;30,3
185;45,63;24,53380408;13,50704486;16,46116385;19,7065119;23,24297673;27,07045542;1;0;1;30,3
185;59,72;27,53834943;18,50534614;21,18797595;23,96496329;26,83105359;29,78168637;1;0;1;30,3
186;35,12;17,76860263;9,437024456;12,34831334;15,77043031;19,73730716;24,28204381;2;0;2;28
186;46,09;22,94199198;13,68051355;16,63044572;19,86339793;23,37860975;27,17538565;2;0;2;28
186;60,18;26,49372274;18,65593637;21,32610318;24,08596013;26,93038846;29,85495184;2;0;2;28
187;35,12;19,81806072;9,437024456;12,34831334;15,77043031;19,73730716;24,28204381;1;0;1;30,3
187;46,09;24,8123712;13,68051355;16,63044572;19,86339793;23,37860975;27,17538565;1;0;1;30,3
187;60,18;27,45875883;18,65593637;21,32610318;24,08596013;26,93038846;29,85495184;1;0;1;30,3
188;25,33;13,41101699;5,676338505;8,215001105;11,49902795;15,65409566;20,81405274;2;1;2;28
188;36,43;16,77372007;9,950459292;12,88410833;16,29823322;20,21987907;24,6751871;2;1;2;28
188;50,2;21,15120336;15,20338265;18,09899313;21,20980803;24,53119515;28,05899447;3;1;3;25,7
188;63,07;23,9965675;19,58198001;22,17072978;24,82205552;27,53187092;30,29666421;3;1;3;25,7
189;25,43;13,25183578;5,713233499;8,257783703;11,54541448;15,70040664;20,85497435;2;0;2;28
189;36,53;16,99259423;9,989645214;12,92477247;16,33808694;20,25614708;24,70460626;2;0;2;28
189;50,3;24,09605575;15,23977945;18,13372387;21,24134556;24,55795489;28,07934197;2;0;2;28
189;63,17;25,76745847;19,61339783;22,19924455;24,84679496;27,552003;30,3113924;2;0;2;28
190;25,43;15,44057743;5,713233499;8,257783703;11,54541448;15,70040664;20,85497435;2;1;2;28
190;50,3;25,13073362;15,23977945;18,13372387;21,24134556;24,55795489;28,07934197;1;1;1;30,3
190;63,17;27,20008936;19,61339783;22,19924455;24,84679496;27,552003;30,3113924;2;1;2;28
191;36,53;15,7390422;9,989645214;12,92477247;16,33808694;20,25614708;24,70460626;3;0;3;25,7
191;50,3;20,07673019;15,23977945;18,13372387;21,24134556;24,55795489;28,07934197;3;0;3;25,7
191;63,17;22,20577888;19,61339783;22,19924455;24,84679496;27,552003;30,3113924;3;0;3;25,7
