idamostra;idade1;hdom1;licl4;lscl4;lscl3;lscl2;lscl1;is;nmudou;nis;s
192;24,38;11,242173;5,328379825;7,808741202;11,0557853;15,20902792;20,41868583;2;0;2;28
192;35,48;17,3308543;9,578118564;12,49611548;15,91653343;19,87131436;24,39153716;2;0;2;28
192;49,24;21,68843994;14,85231209;17,76313926;20,90412575;24,27127026;27,86096477;2;0;2;28
192;62,12;26,2450021;19,2814152;21,89747648;24,584616;27,33837848;30,15492471;2;0;2;28
193;24,67;10,56565285;5,434095641;7,932711355;11,191579;15,34587723;20,54066099;3;1;3;25,7
193;36,83;16,11709757;10,10718485;13,04655704;16,45727615;20,36447242;24,79237055;3;1;3;25,7
193;48,62;21,60884934;14,62401664;17,54389524;20,70387656;24,10044776;27,73043269;2;1;2;28
193;61,01;23,74784686;18,92544914;21,57276081;24,30159026;27,10708592;29,9850535;3;1;3;25,7
193;73,65;26,593211;22,67025899;24,93281187;27,18680114;29,43299544;31,67203872;3;1;3;25,7
194;36,83;16,37576704;10,10718485;13,04655704;16,45727615;20,36447242;24,79237055;3;1;3;25,7
194;48,62;21,0119198;14,62401664;17,54389524;20,70387656;24,10044776;27,73043269;2;1;2;28
194;61,01;23,57871682;18,92544914;21,57276081;24,30159026;27,10708592;29,9850535;3;1;3;25,7
194;73,65;25,5485843;22,67025899;24,93281187;27,18680114;29,43299544;31,67203872;3;1;3;25,7
195;24,7;14,266616;5,445057627;7,945538689;11,20560237;15,35998435;20,55321404;2;2;2;28
195;37,58;17,37064961;10,4008652;13,34962625;16,7528074;20,63217044;25,00858919;2;2;2;28
195;47,8;20,39509261;14,32026104;17,25112701;20,43559259;23,87089691;27,55453464;3;2;2;28
195;60,45;26,88172694;18,74392125;21,40670398;24,15648342;26,98822473;29,89756786;2;2;2;28
195;70,89;29,36893336;21,91059743;24,26071134;26,61706246;28,9791261;31,34646009;1;2;2;28
196;29,57;18,60430399;7,276547308;10,02494847;13,41783668;17,53097411;22,44166385;1;0;1;30,3
196;42,44;23,16086614;12,28999359;15,26095739;18,58349296;22,26350802;26,30650767;1;0;1;30,3
196;52,66;26,10571854;16,08885792;18,93936691;21,9691685;25,17261757;28,54469404;1;0;1;30,3
196;65,31;29,16995684;20,2756098;22,79818732;25,36480363;27,97232442;30,6180723;1;0;1;30,3
196;75,76;30,87120603;23,22931357;25,42457502;27,60147925;29,76174753;31,90681579;1;0;1;30,3
197;24,51;12,93347336;5,37571321;7,864307536;11,11671074;15,270482;20,47350577;2;1;2;28
197;37,65;21,07161275;10,42825961;13,37780929;16,78021231;20,65693036;25,02854003;1;1;1;30,3
197;47,6;24,0363628;14,24586881;17,1792388;20,36956028;23,81427518;27,51106007;1;1;1;30,3
197;61,5;26,69269925;19,08321986;21,71682885;24,42727898;27,20988852;30,06061588;2;1;2;28
197;76,15;29,87632346;23,33060316;25,51342028;27,67620453;29,82084861;31,94893024;1;1;1;30,3
198;24,51;11,40135421;5,37571321;7,864307536;11,11671074;15,270482;20,47350577;2;0;2;28
198;37,65;18,64409929;10,42825961;13,37780929;16,78021231;20,65693036;25,02854003;2;0;2;28
198;47,6;22,58383425;14,24586881;17,1792388;20,36956028;23,81427518;27,51106007;2;0;2;28
198;61,5;25,31976131;19,08321986;21,71682885;24,42727898;27,20988852;30,06061588;2;0;2;28
198;76,15;28,67251556;23,33060316;25,51342028;27,67620453;29,82084861;31,94893024;2;0;2;28
199;37,65;19,75836777;10,42825961;13,37780929;16,78021231;20,65693036;25,02854003;2;1;2;28
199;47,6;22,20577888;14,24586881;17,1792388;20,36956028;23,81427518;27,51106007;2;1;2;28
199;61,5;26,593211;19,08321986;21,71682885;24,42727898;27,20988852;30,06061588;2;1;2;28
199;76,15;30,22453236;23,33060316;25,51342028;27,67620453;29,82084861;31,94893024;1;1;1;30,3
200;25,53;13,41101699;5,750177139;8,300567865;11,59174867;15,74661594;20,89576581;2;1;2;28
200;38,67;18,56450869;10,82702319;13,78641427;17,17609363;21,01341339;25,31490224;2;1;2;28
200;48,62;19,5792889;14,62401664;17,54389524;20,70387656;24,10044776;27,73043269;3;1;3;25,7
200;62,52;25,59832843;19,40843034;22,01305238;24,68512488;27,42034488;30,21500867;2;1;2;28
200;77,17;29,42862631;23,59252076;25,74280556;27,86886416;29,97302976;32,0572435;2;1;2;28
201;38,67;20,2757067;10,82702319;13,78641427;17,17609363;21,01341339;25,31490224;2;0;2;28
201;48,62;22,80270842;14,62401664;17,54389524;20,70387656;24,10044776;27,73043269;2;0;2;28
201;62,52;25,44909604;19,40843034;22,01305238;24,68512488;27,42034488;30,21500867;2;0;2;28
201;77,17;29,36893336;23,59252076;25,74280556;27,86886416;29,97302976;32,0572435;2;0;2;28
202;38,21;18,00737445;10,64729238;13,60262373;16,99835753;20,85363928;25,18675892;2;0;2;28
202;48,16;22,72311781;14,45386751;17,38005085;20,55385971;23,97218765;27,63222031;2;0;2;28
202;62,06;25,84704907;19,26230516;21,88007449;24,56947229;27,32602085;30,14586094;2;0;2;28
202;77,86;28,90133855;23,76725494;25,89555546;27,99694383;30,07404443;32,12903783;2;0;2;28
203;24,87;11,00340118;5,507265416;8,018235494;11,28498158;15,43974928;20,62411938;3;1;3;25,7
203;38,01;16,69412946;10,56909298;13,52246635;16,92067178;20,7836649;25,13053398;3;1;3;25,7
203;47,96;19,89765132;14,37968954;17,30850198;20,48824946;23,9160145;27,58915152;3;1;3;25,7
203;61,86;25,56848195;19,19849635;21,82194406;24,51886588;27,28471007;30,11555137;2;1;2;28
203;76,51;28,87149207;23,4235385;25,59487043;27,74465857;29,87495242;31,9874592;2;1;2;28
204;38,01;16,33597174;10,56909298;13,52246635;16,92067178;20,7836649;25,13053398;3;0;3;25,7
204;47,96;19,91754898;14,37968954;17,30850198;20,48824946;23,9160145;27,58915152;3;0;3;25,7
204;61,86;23,50907504;19,19849635;21,82194406;24,51886588;27,28471007;30,11555137;3;0;3;25,7
204;76,51;26,73249456;23,4235385;25,59487043;27,74465857;29,87495242;31,9874592;3;0;3;25,7
205;36,37;14,44569486;9,926946535;12,85969336;16,27429124;20,19807984;24,65749592;3;1;3;25,7
205;46,32;16,61453886;13,76703637;16,71472097;19,94136797;23,4459112;27,22737654;4;1;4;23,4
205;60,22;21,24074279;18,66899011;21,33806614;24,09643114;26,9389786;29,86128333;4;1;4;23,4
205;74,87;24,37462287;22,99578378;25,21944298;27,42872349;29,62494965;31,80922821;4;1;4;23,4
206;27,79;11,66002368;6,596784904;9,266871446;12,62454079;16,76430311;21,78423784;3;0;3;25,7
206;38,76;16,35586939;10,86216522;13,82227912;17,21071469;21,04448432;25,33978402;3;0;3;25,7
206;52,66;21,0915104;16,08885792;18,93936691;21,9691685;25,17261757;28,54469404;3;0;3;25,7
206;67,31;25,23022188;20,87690712;23,33868221;25,82963921;28,34755818;30,89055245;3;0;3;25,7
207;27,86;11,22227535;6,62332664;9,296752556;12,65607972;16,79502378;21,81077225;3;0;3;25,7
207;38,83;16,49515295;10,88949244;13,85015253;17,23760749;21,06860798;25,3590939;3;0;3;25,7
207;52,73;20,33539965;16,11374461;18,96285136;21,99027874;25,19036398;28,55807265;3;0;3;25,7
207;68,53;23,69810273;21,23531718;23,65937947;26,10429855;28,56842852;31,05037466;3;0;3;25,7
208;38,83;18,52471338;10,88949244;13,85015253;17,23760749;21,06860798;25,3590939;2;0;2;28
208;52,73;23,06137789;16,11374461;18,96285136;21,99027874;25,19036398;28,55807265;2;0;2;28
208;68,53;27,25978232;21,23531718;23,65937947;26,10429855;28,56842852;31,05037466;2;0;2;28
209;27,43;11,16258239;6,460560258;9,113129802;12,46190568;16,60556158;21,64686721;3;1;3;25,7
209;38,67;17,2114684;10,82702319;13,78641427;17,17609363;21,01341339;25,31490224;2;1;2;28
209;52,69;22,00680237;16,09952579;18,94943458;21,97821908;25,18022654;28,55043065;2;1;2;28
209;63,96;25,25011953;19,86011612;22,42285244;25,0405505;27,70949028;30,42648257;2;1;2;28
210;38,67;17,54972847;10,82702319;13,78641427;17,17609363;21,01341339;25,31490224;2;0;2;28
210;52,69;22,24557418;16,09952579;18,94943458;21,97821908;25,18022654;28,55043065;2;0;2;28
210;63,96;25,11083597;19,86011612;22,42285244;25,0405505;27,70949028;30,42648257;2;0;2;28
211;20,5;11,34166126;3,965062956;6,161411531;9,201045175;13,29173764;18,66887516;2;0;2;28
211;31,73;16,63443651;8,112206679;10,93794521;14,35557591;18,42185625;23,19362019;2;0;2;28
211;45,76;22,74301546;13,55612508;16,50910297;19,75097731;23,28144761;27,10023857;2;0;2;28
211;57,03;25,40930074;17,60753867;20,35976687;23,23569271;26,2294833;29,33603229;2;0;2;28
212;20,5;11,36155891;3,965062956;6,161411531;9,201045175;13,29173764;18,66887516;2;1;2;28
212;45,76;22,60373191;13,55612508;16,50910297;19,75097731;23,28144761;27,10023857;2;1;2;28
212;57,03;27,65773534;17,60753867;20,35976687;23,23569271;26,2294833;29,33603229;1;1;1;30,3
213;23,49;9,093226656;5,006906868;7,428706087;10,63643532;14,78355726;20,03708654;3;1;3;25,7
213;34,69;14,64467138;9,268533143;12,17123596;15,59486925;19,57584275;24,14978449;3;1;3;25,7
213;47,86;21,35017987;14,34255565;17,27265676;20,4553565;23,8878347;27,56753288;2;1;2;28
213;60,68;24,19554401;18,81863425;21,47508785;24,21627043;27,03722095;29,93364626;3;1;3;25,7
213;72,83;28,25466488;22,44793509;24,73658245;27,02081889;29,30103315;31,57755145;2;1;2;28
214;23,52;10,40647164;5,017666984;7,441503074;10,65063347;14,79803483;20,05013127;3;1;3;25,7
214;34,72;15,95791636;9,280286459;12,18360879;15,60715472;19,58715744;24,15906451;2;1;2;28
214;47,9;21,76803055;14,35741278;17,28700051;20,46852072;23,89911409;27,57618709;2;1;2;28
214;60,71;24,79247355;18,82836331;21,48398878;24,22404923;27,04359341;29,93833701;2;1;2;28
214;72,86;28,47353905;22,45611902;24,74381263;27,02693984;29,30590336;31,58104114;2;1;2;28
215;23,52;10,40647164;5,017666984;7,441503074;10,65063347;14,79803483;20,05013127;3;1;3;25,7
215;34,72;16,21658583;9,280286459;12,18360879;15,60715472;19,58715744;24,15906451;2;1;2;28
215;47,9;21,35017987;14,35741278;17,28700051;20,46852072;23,89911409;27,57618709;2;1;2;28
215;60,71;24,19554401;18,82836331;21,48398878;24,22404923;27,04359341;29,93833701;3;1;3;25,7
215;72,86;28,05568837;22,45611902;24,74381263;27,02693984;29,30590336;31,58104114;2;1;2;28
216;34,72;17,17167309;9,280286459;12,18360879;15,60715472;19,58715744;24,15906451;2;0;2;28
216;47,9;23,06137789;14,35741278;17,28700051;20,46852072;23,89911409;27,57618709;2;0;2;28
216;60,71;24,8521665;18,82836331;21,48398878;24,22404923;27,04359341;29,93833701;2;0;2;28
216;72,86;29,13016154;22,45611902;24,74381263;27,02693984;29,30590336;31,58104114;2;0;2;28
217;28,32;13,92835593;6,798158459;9,49299328;12,86264563;16,99572964;21,98372988;2;0;2;28
217;53,42;23,32004735;16,35810912;19,19306733;22,19691053;25,36383126;28,6886799;2;0;2;28
217;65,64;26,14551384;20,37599777;22,8886428;25,44276827;28,03538751;30,66395149;2;0;2;28
217;77,56;29,94596524;23,69152531;25,82938123;27,94147815;30,03031455;32,09796755;2;0;2;28
218;53,42;23,87718159;16,35810912;19,19306733;22,19691053;25,36383126;28,6886799;2;0;2;28
218;65,64;26,36438801;20,37599777;22,8886428;25,44276827;28,03538751;30,66395149;2;0;2;28
218;77,56;29,68729578;23,69152531;25,82938123;27,94147815;30,03031455;32,09796755;2;0;2;28
219;53,42;23,9965675;16,35810912;19,19306733;22,19691053;25,36383126;28,6886799;2;0;2;28
219;65,64;26,80213633;20,37599777;22,8886428;25,44276827;28,03538751;30,66395149;2;0;2;28
219;77,56;29,9658629;23,69152531;25,82938123;27,94147815;30,03031455;32,09796755;2;0;2;28
220;22,4;11,83910254;4,619822358;6,964606702;10,11770663;14,25101895;19,5542306;2;1;2;28
220;36,17;18,96246171;9,848565212;12,77822145;16,19432352;20,12520705;24,59830948;2;1;2;28
220;45,14;23,14096849;13,32165916;16,27977538;19,53800239;23,0969742;26,9572734;1;1;1;30,3
220;58,51;25,14068245;18,10510543;20,81976959;23,64155001;26,56488249;29,58491948;2;1;2;28
220;70,43;28,05568837;21,78083931;24,14545127;26,51900219;28,90074892;31,29006453;2;1;2;28
220;77,86;29,31918923;23,76725494;25,89555546;27,99694383;30,07404443;32,12903783;2;1;2;28
221;22,4;9,351896123;4,619822358;6,964606702;10,11770663;14,25101895;19,5542306;3;1;3;25,7
221;36,17;16,91300363;9,848565212;12,77822145;16,19432352;20,12520705;24,59830948;2;1;2;28
221;45,14;19,22113118;13,32165916;16,27977538;19,53800239;23,0969742;26,9572734;3;1;3;25,7
221;58,51;23,05142906;18,10510543;20,81976959;23,64155001;26,56488249;29,58491948;3;1;3;25,7
221;70,43;25,53863548;21,78083931;24,14545127;26,51900219;28,90074892;31,29006453;3;1;3;25,7
221;77,86;26,79218751;23,76725494;25,89555546;27,99694383;30,07404443;32,12903783;3;1;3;25,7
222;36,17;14,88344319;9,848565212;12,77822145;16,19432352;20,12520705;24,59830948;3;1;3;25,7
222;45,14;18,26604392;13,32165916;16,27977538;19,53800239;23,0969742;26,9572734;3;1;3;25,7
222;58,51;21,02186862;18,10510543;20,81976959;23,64155001;26,56488249;29,58491948;3;1;3;25,7
222;70,43;23,52897269;21,78083931;24,14545127;26,51900219;28,90074892;31,29006453;4;1;4;23,4
222;77,86;24,82232003;23,76725494;25,89555546;27,99694383;30,07404443;32,12903783;4;1;4;23,4
223;24,05;13,5304029;5,208647902;7,667744031;10,90074957;15,05223857;20,27848489;2;2;3;25,7
223;37,81;17,11198014;10,49086338;13,44216029;16,84273797;20,7133811;25,07399651;2;2;3;25,7
223;46,78;19,12164292;13,9396483;16,88253629;20,09636516;23,57949261;27,33042134;3;2;3;25,7
223;60,15;22,8325549;18,64614175;21,31712591;24,07810158;26,92394086;29,85019909;3;2;3;25,7
223;72,08;25,51873782;22,24209693;24,55456009;26,86658881;29,17822073;31,48948746;3;2;3;25,7
223;79,5;25,61822608;24,17470479;26,2508809;28,29422663;30,30803457;32,29503243;4;2;3;25,7
224;24,05;12,23705556;5,208647902;7,667744031;10,90074957;15,05223857;20,27848489;2;2;3;25,7
224;37,81;15,48037273;10,49086338;13,44216029;16,84273797;20,7133811;25,07399651;3;2;3;25,7
224;46,78;16,33597174;13,9396483;16,88253629;20,09636516;23,57949261;27,33042134;4;2;3;25,7
224;60,15;20,69355738;18,64614175;21,31712591;24,07810158;26,92394086;29,85019909;4;2;3;25,7
224;72,08;23,6483586;22,24209693;24,55456009;26,86658881;29,17822073;31,48948746;4;2;3;25,7
224;79,5;24,89196181;24,17470479;26,2508809;28,29422663;30,30803457;32,29503243;4;2;3;25,7
225;35,45;18,00737445;9,566360077;12,48381452;15,90438877;19,86018768;24,38245531;2;0;2;28
225;48,65;21,21089631;14,63509079;17,5545459;20,71361743;24,10876736;27,73679718;2;0;2;28
225;60,71;25,30981249;18,82836331;21,48398878;24,22404923;27,04359341;29,93833701;2;0;2;28
226;23,59;12,09777201;5,04279516;7,47136681;10,68374569;14,83177874;20,08051897;2;1;2;28
226;35,58;18,20635096;9,61731401;12,53709756;15,95697544;19,90835019;24,42175436;2;1;2;28
226;48,78;23,81748864;14,68304656;17,60064939;20,75576739;24,14475527;27,76431947;2;1;2;28
226;60,84;27,37916822;18,87047958;21,5225096;24,25770543;27,07115857;29,9586234;1;1;1;30,3
227;23,62;12,91357571;5,053573438;7,484167274;10,69792942;14,84622455;20,0935209;2;0;2;28
227;35,61;18,00737445;9,629072753;12,54938584;15,96909598;19,91944503;24,43080287;2;0;2;28
227;48,82;22,86240137;14,69779163;17,61481892;20,76871684;24,1558077;27,77276921;2;0;2;28
227;60,87;26,2450021;18,88018879;21,53138752;24,26546027;27,07750851;29,96329562;2;0;2;28
