"";"idamostra";"idade1";"hdom1";"licl4";"lscl4";"lscl3";"lscl2";"lscl1";"is";"nmudou";"nis"
"592";147;64,16;23,4095867838389;19,9221581837282;22,4789960698112;25,0891303853659;27,7489257582225;30,4552672845828;3;2;3
"593";147;73,19;24,5039576067128;22,5458908460167;24,8230882553788;27,0940268946174;29,3592628580087;31,6192624689966;4;2;4
"594";148;24,87;14,9829314477099;5,50726541627143;8,01823549360514;11,2849815829851;15,439749278405;20,6241193753678;2;1;2
"595";148;38,14;20,1563207922047;10,6199261811787;13,5745856431304;16,9711957298983;20,8291833576297;25,1671155974836;2;1;2
"596";148;48,69;25,9266396764489;14,6498519895838;17,5687401396184;20,7265971178965;24,1198515738597;27,7452754653799;1;1;1
"597";148;61,33;28,1551766248466;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;1;1;1
"598";148;70,37;28,7023620362836;21,7638478498334;24,1303482193206;26,5061451140107;28,8904668609481;31,2826623672855;2;1;2
"599";149;24,87;12,8538827559371;5,50726541627143;8,01823549360514;11,2849815829851;15,439749278405;20,6241193753678;2;1;2
"600";149;38,14;21,2506916150786;10,6199261811787;13,5745856431304;16,9711957298983;20,8291833576297;25,1671155974836;1;1;1
"601";149;48,69;24,1955440111756;14,6498519895838;17,5687401396184;20,7265971178965;24,1198515738597;27,7452754653799;1;1;1
"602";149;61,33;27,0906522789602;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;2;1;2
"603";149;70,37;29,7768352078325;21,7638478498334;24,1303482193206;26,5061451140107;28,8904668609481;31,2826623672855;1;1;1
"604";150;24,87;13,5304029009864;5,50726541627143;8,01823549360514;11,2849815829851;15,439749278405;20,6241193753678;2;1;2
"605";150;38,14;20,9522268452039;10,6199261811787;13,5745856431304;16,9711957298983;20,8291833576297;25,1671155974836;1;1;1
"606";150;48,69;24,4343158270754;14,6498519895838;17,5687401396184;20,7265971178965;24,1198515738597;27,7452754653799;1;1;1
"607";150;61,33;26,6926992524606;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;2;1;2
"608";150;70,37;29,0207244574833;21,7638478498334;24,1303482193206;26,5061451140107;28,8904668609481;31,2826623672855;1;1;1
"609";151;25,13;14,4257972106105;5,60269689340536;8,12944259252612;11,4060986874928;15,5611677821391;20,7318166032618;2;1;2
"610";151;38,76;21,9073141088029;10,8621652239629;13,8222791235211;17,2107146935013;21,044484324023;25,3397840188207;1;1;1
"611";151;49,21;24,7228317712876;14,8412933670689;17,7525728292386;20,8944875705149;24,2630584273431;27,8546968474633;1;1;1
"612";151;61,33;27,6875818187096;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;1;1;1
"613";151;72,9;28,9311850265209;22,4670250053012;24,7534468266089;27,035095361667;29,3123919578459;31,5856901597802;2;1;2
"614";151;81,18;31,1398243235936;24,5807318918828;26,6037864230283;28,5885901001742;30,5390828489984;32,4585191860643;1;1;1
"615";152;25,13;14,0775883124233;5,60269689340536;8,12944259252612;11,4060986874928;15,5611677821391;20,7318166032618;2;1;2
"616";152;38,76;21,340231046041;10,8621652239629;13,8222791235211;17,2107146935013;21,044484324023;25,3397840188207;1;1;1
"617";152;49,21;26,0659232357237;14,8412933670689;17,7525728292386;20,8944875705149;24,2630584273431;27,8546968474633;1;1;1
"618";152;61,33;27,2398846638976;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;1;1;1
"619";152;72,9;29,1998033194081;22,4670250053012;24,7534468266089;27,035095361667;29,3123919578459;31,5856901597802;2;1;2
"620";152;81,18;31,1696708005811;24,5807318918828;26,6037864230283;28,5885901001742;30,5390828489984;32,4585191860643;1;1;1
"621";153;38,76;22,6037319051772;10,8621652239629;13,8222791235211;17,2107146935013;21,044484324023;25,3397840188207;1;1;1
"622";153;49,21;24,3746228731005;14,8412933670689;17,7525728292386;20,8944875705149;24,2630584273431;27,8546968474633;1;1;1
"623";153;61,33;27,5582470850972;19,0285961048728;21,6669760941952;24,3838074184658;27,1743484749364;30,0345039295861;1;1;1
"624";153;72,9;29,2495474477205;22,4670250053012;24,7534468266089;27,035095361667;29,3123919578459;31,5856901597802;2;1;2
"625";153;81,18;31,2194149288936;24,5807318918828;26,6037864230283;28,5885901001742;30,5390828489984;32,4585191860643;1;1;1
"626";154;24,93;12,0082325746254;5,52925720769021;8,04389635876018;11,312962524451;15,4678305402268;20,6490523805198;2;1;2
"627";154;38,57;19,5494424267928;10,7879674417625;13,7465281011108;17,1375669200617;20,9788176987385;25,2871832939223;2;1;2
"628";154;49,01;22,6833225104772;14,7677624527187;17,682020276937;20,8300999023191;24,2081735134968;27,8127860704028;2;1;2
"629";154;61,14;26,4638762622234;18,9674038614294;21,6110948485599;24,3350522644997;27,1344687684503;30,0051899205614;2;1;2
"630";154;72,7;29,3490357043454;22,4124273270863;24,7052066883395;26,9942520292133;29,2798914585351;31,5624004029618;1;1;1
"631";154;80,98;29,5778586945827;24,5329933024177;26,5623538941751;28,5540763633646;30,5120256283731;32,4393953293003;2;1;2
"632";155;24,93;14,4954389902479;5,52925720769021;8,04389635876018;11,312962524451;15,4678305402268;20,6490523805198;2;1;2
"633";155;38,57;21,1611521841162;10,7879674417625;13,7465281011108;17,1375669200617;20,9788176987385;25,2871832939223;1;1;1
"634";155;49,01;26,6330062984857;14,7677624527187;17,682020276937;20,8300999023191;24,2081735134968;27,8127860704028;1;1;1
"635";155;61,14;28,3541531380964;18,9674038614294;21,6110948485599;24,3350522644997;27,1344687684503;30,0051899205614;1;1;1
"636";155;72,7;29,8962211157824;22,4124273270863;24,7052066883395;26,9942520292133;29,2798914585351;31,5624004029618;1;1;1
"637";155;80,98;30,6722295174566;24,5329933024177;26,5623538941751;28,5540763633646;30,5120256283731;32,4393953293003;1;1;1
"638";156;25,72;12,7941898019621;5,82050190829424;8,38186031161952;11,6796387191864;15,8341342580928;20,9729132451367;2;0;2
"639";156;38,47;18,7833828507811;10,7489024531322;13,7066038537164;17,0989782302577;20,9441455879321;25,2593877510976;2;0;2
"640";156;62,98;26,4141321339109;19,5536679868471;22,1450260507979;24,7997488000614;27,5137139381715;30,2833778527673;2;0;2
"641";156;79,3;29,8663746387949;24,1256052127872;26,2081258416173;28,2585037684192;30,2799519662647;32,2751331243992;2;0;2
"642";157;38,47;22,2455741813276;10,7489024531322;13,7066038537164;17,0989782302577;20,9441455879321;25,2593877510976;1;0;1
"643";157;62,98;28,8018502929085;19,5536679868471;22,1450260507979;24,7997488000614;27,5137139381715;30,2833778527673;1;0;1
"644";157;79,3;31,6870097350306;24,1256052127872;26,2081258416173;28,2585037684192;30,2799519662647;32,2751331243992;1;0;1
"645";158;24,84;12,933473361237;5,49627654448632;8,00540564839813;11,2709842012081;15,4256947570443;20,6116348341992;2;0;2
"646";158;40,6;20,6338644240042;11,5785902677548;14,5485482060218;17,9075360575909;21,6663710494426;25,8352379460185;2;0;2
"647";158;48,65;22,5241412998773;14,6350907864551;17,5545459016095;20,7136174349306;24,1087673561904;27,7367971806602;2;0;2
"648";158;61,47;25,7973049428365;19,0735891118217;21,7080413395473;24,4196179076266;27,2036264569067;30,0560158503198;2;0;2
"649";158;75;29,4485239609703;23,0301018630587;25,2496137015183;27,4541520906988;29,6450998358016;31,823612229096;2;0;2
"650";159;40,6;19,1813358772807;11,5785902677548;14,5485482060218;17,9075360575909;21,6663710494426;25,8352379460185;2;1;2
"651";159;48,65;22,9220943263769;14,6350907864551;17,5545459016095;20,7136174349306;24,1087673561904;27,7367971806602;2;1;2
"652";159;61,47;26,8817269400479;19,0735891118217;21,7080413395473;24,4196179076266;27,2036264569067;30,0560158503198;2;1;2
"653";159;75;30,8612572050439;23,0301018630587;25,2496137015183;27,4541520906988;29,6450998358016;31,823612229096;1;1;1
"654";160;25,79;11,5605354198134;5,84645392865645;8,41181046583055;11,7119711875952;15,866285815742;21,0012189455544;3;1;3
"655";160;41,56;18,5645086862063;11,9504847659945;14,9220183207236;18,2628026474974;21,9809458385152;26,0840401936699;2;1;2
"656";160;49,61;20,3950926081045;14,9879736169149;17,8931053201829;21,0225691512959;24,3721032399364;27,9378706383302;3;1;3
"657";160;62,42;24,9218082845374;19,3767394018262;21,9842296663731;24,660070767498;27,3999212302478;30,2000431235908;2;1;2
"658";160;75,95;28,1253301478592;23,2787390703168;25,4679377265751;27,6379577438486;29,7906041057948;31,9273820028713;2;1;2
"659";161;41,56;21,2705892664036;11,9504847659945;14,9220183207236;18,2628026474974;21,9809458385152;26,0840401936699;2;1;2
"660";161;49,61;23,5986144714262;14,9879736169149;17,8931053201829;21,0225691512959;24,3721032399364;27,9378706383302;2;1;2
"661";161;62,42;27,5880935620847;19,3767394018262;21,9842296663731;24,660070767498;27,3999212302478;30,2000431235908;1;1;1
"662";161;75,95;30,6423830404691;23,2787390703168;25,4679377265751;27,6379577438486;29,7906041057948;31,9273820028713;1;1;1
"663";162;41,56;20,0966278382298;11,9504847659945;14,9220183207236;18,2628026474974;21,9809458385152;26,0840401936699;2;0;2
"664";162;49,61;22,6236295565022;14,9879736169149;17,8931053201829;21,0225691512959;24,3721032399364;27,9378706383302;2;0;2
"665";162;62,42;26,0161791074113;19,3767394018262;21,9842296663731;24,660070767498;27,3999212302478;30,2000431235908;2;0;2
"666";162;75,95;29,0008268061583;23,2787390703168;25,4679377265751;27,6379577438486;29,7906041057948;31,9273820028713;2;0;2
"667";163;25,3;15,3211915202346;5,66527958382705;8,20216670456528;11,4851018176353;15,6401825081277;20,8017507850533;2;0;2
"668";163;38,01;20,3950926081045;10,5690929803543;13,5224663522639;16,9206717789672;20,7836649018617;25,1305339752439;2;0;2
"669";163;49,84;23,0315314086643;15,0720816505477;17,9735650785936;21,0957984071696;24,4343689340668;27,9853077776323;2;0;2
"670";163;61,1;25,866946722474;18,9545021841795;21,5993083748167;24,3247652064326;27,1260516624261;29,9990009912125;2;0;2
"671";164;38,01;21,340231046041;10,5690929803543;13,5224663522639;16,9206717789672;20,7836649018617;25,1305339752439;1;1;1
"672";164;49,84;23,3598426555265;15,0720816505477;17,9735650785936;21,0957984071696;24,4343689340668;27,9853077776323;2;1;2
"673";164;61,1;26,8817269400479;18,9545021841795;21,5993083748167;24,3247652064326;27,1260516624261;29,9990009912125;2;1;2
"674";165;23,65;13,9979977071234;5,06435712508146;7,49696874702812;10,7121088229442;14,8606608404962;20,1065100311878;2;0;2
"675";165;36,37;19,2509776569181;9,9269465345618;12,8596933604905;16,2742912391044;20,1980798375038;24,6574959244536;2;0;2
"676";165;48,19;22,7330666387896;14,4649838172541;17,3907668861272;20,5636810632186;23,9805922368399;27,6386613185956;2;0;2
"677";165;59,46;25,3894030906744;18,4198465763662;21,1094533050287;23,8960998688677;26,7744591193851;29,7399038839189;2;0;2
"678";166;36,37;18,7236898968061;9,9269465345618;12,8596933604905;16,2742912391044;20,1980798375038;24,6574959244536;2;0;2
"679";166;48,19;21,7680305495281;14,4649838172541;17,3907668861272;20,5636810632186;23,9805922368399;27,6386613185956;2;0;2
"680";166;59,46;25,0212965411623;18,4198465763662;21,1094533050287;23,8960998688677;26,7744591193851;29,7399038839189;2;0;2
"681";167;23,62;13,3115287364116;5,05357343776027;7,48416727384648;10,6979294238522;14,8462245485184;20,0935209019212;2;1;2
"682";167;36,33;20,4149902594294;9,91127090632926;12,8434098718932;16,2583175236138;20,1835309818998;24,6456852352011;1;1;1
"683";167;48,16;22,862401372402;14,4538675066515;17,3800508517231;20,5538597068579;23,9721876522154;27,6322203088525;2;1;2
"684";167;59,43;25,4988401729618;18,4099634760409;21,1003720298373;23,8881319843609;26,7679080211017;29,7350654382214;2;1;2
"685";168;36,33;18,5346622092188;9,91127090632926;12,8434098718932;16,2583175236138;20,1835309818998;24,6456852352011;2;0;2
"686";168;48,16;21,2904869177286;14,4538675066515;17,3800508517231;20,5538597068579;23,9721876522154;27,6322203088525;2;0;2
"687";168;59,43;24,872064156225;18,4099634760409;21,1003720298373;23,8881319843609;26,7679080211017;29,7350654382214;2;0;2
"688";169;20,76;12,4857762064249;4,05302381628009;6,27075968983548;9,32735350371421;13,4253802502206;18,7934721129902;2;1;2
"689";169;32,33;18,1665556597067;8,34583629346822;11,1897921492356;14,6110994743408;18,6618938510319;23,3941254608734;2;1;2
"690";169;45,57;24,0761581032258;13,4843776288074;16,4390119767943;19,6859553327729;23,2251836554094;27,0566748994324;1;1;1
"691";169;70,66;30,4434065272193;21,8458310852643;24,2031983883033;26,5681450673979;28,9400372539079;31,3183404764083;1;1;1
"692";170;20,76;11,2620706499387;4,05302381628009;6,27075968983548;9,32735350371421;13,4253802502206;18,7934721129902;2;1;2
"693";170;32,33;16,6145388563583;8,34583629346822;11,1897921492356;14,6110994743408;18,6618938510319;23,3941254608734;2;1;2
"694";170;45,57;24,0264139749133;13,4843776288074;16,4390119767943;19,6859553327729;23,2251836554094;27,0566748994324;1;1;1
"695";170;70,66;30,5130483068568;21,8458310852643;24,2031983883033;26,5681450673979;28,9400372539079;31,3183404764083;1;1;1
"696";171;20,76;11,0730429623513;4,05302381628009;6,27075968983548;9,32735350371421;13,4253802502206;18,7934721129902;2;1;2
"697";171;32,33;17,2313660474326;8,34583629346822;11,1897921492356;14,6110994743408;18,6618938510319;23,3941254608734;2;1;2
"698";171;45,57;23,8473351129885;13,4843776288074;16,4390119767943;19,6859553327729;23,2251836554094;27,0566748994324;1;1;1
"699";171;70,66;29,826579336145;21,8458310852643;24,2031983883033;26,5681450673979;28,9400372539079;31,3183404764083;1;1;1
"700";172;20,5;11,0730429623513;3,96506295623986;6,1614115312775;9,20104517532975;13,2917376438691;18,6688751569972;2;1;2
"701";172;32,06;16,913003626233;8,24063874589128;11,0765671409336;14,4963833593037;18,5542695009139;23,3043335397009;2;1;2
"702";172;45,3;23,5986144714262;13,3822604753211;16,3391247542908;19,5931841030949;23,1448223472505;26,9943919093015;1;1;1
"703";172;70,4;29,1500591910956;21,7723454996088;24,1379017410428;26,5125755780297;28,8956095989676;31,2863647873632;1;1;1
"704";173;20,66;13,3314263877366;4,01912784970867;6,22867834004872;9,27880434957245;13,3740693752286;18,7456836086414;2;1;2
"705";173;33,25;19,7583677657051;8,70495793540421;11,5742140788812;14,9986567681504;19,0238430894351;23,6948385535527;1;1;1
"706";173;44,91;24,0164651492508;13,23443262699;16,1942567383834;19,4584094104645;23,027895578124;26,9036397371015;1;1;1
"707";173;57,69;27,3891170488349;17,8305060856131;20,5662156759595;23,4180935193691;26,3804101250055;29,4481606166017;1;1;1
"708";173;69,38;29,5380633919328;21,4812715580088;23,8788327630556;26,2917653243123;28,7188267126686;31,1589661651664;1;1;1
"709";174;20,66;13,2518357824367;4,01912784970867;6,22867834004872;9,27880434957245;13,3740693752286;18,7456836086414;2;1;2
"710";174;33,25;19,4798006471554;8,70495793540421;11,5742140788812;14,9986567681504;19,0238430894351;23,6948385535527;1;1;1
"711";174;44,91;21,3103845690535;13,23443262699;16,1942567383834;19,4584094104645;23,027895578124;26,9036397371015;2;1;2
"712";174;57,69;26,2648997489735;17,8305060856131;20,5662156759595;23,4180935193691;26,3804101250055;29,4481606166017;2;1;2
"713";174;69,38;28,6327202566462;21,4812715580088;23,8788327630556;26,2917653243123;28,7188267126686;31,1589661651664;2;1;2
"714";175;20,66;12,4957250320874;4,01912784970867;6,22867834004872;9,27880434957245;13,3740693752286;18,7456836086414;2;0;2
"715";175;33,25;17,907886192482;8,70495793540421;11,5742140788812;14,9986567681504;19,0238430894351;23,6948385535527;2;0;2
"716";175;44,91;20,3353996541295;13,23443262699;16,1942567383834;19,4584094104645;23,027895578124;26,9036397371015;2;0;2
"717";175;57,69;25,9266396764489;17,8305060856131;20,5662156759595;23,4180935193691;26,3804101250055;29,4481606166017;2;0;2
"718";175;69,38;28,7123108619461;21,4812715580088;23,8788327630556;26,2917653243123;28,7188267126686;31,1589661651664;2;0;2
"719";176;33,25;18,2660439163316;8,70495793540421;11,5742140788812;14,9986567681504;19,0238430894351;23,6948385535527;2;1;2
"720";176;44,91;22,4644483459024;13,23443262699;16,1942567383834;19,4584094104645;23,027895578124;26,9036397371015;2;1;2
"721";176;57,69;27,0409081506478;17,8305060856131;20,5662156759595;23,4180935193691;26,3804101250055;29,4481606166017;1;1;1
"722";176;69,38;28,9908779804958;21,4812715580088;23,8788327630556;26,2917653243123;28,7188267126686;31,1589661651664;1;1;1
"723";177;24,08;14,9829314477099;5,21950718584179;7,6805582941338;10,9148660328128;15,0665391598735;20,2912926809816;2;1;2
"724";177;36,1;21,4098728256784;9,82113011674337;12,7496742466328;16,1662762724672;20,0996255406364;24,5775154495961;1;1;1
"725";177;48,52;23,797590984676;14,5870827663739;17,5083621822886;20,6713691553537;24,0726759163385;27,7091818911036;2;1;2
"726";177;60,02;27,8069677266595;18,6036556512965;21,2781744016302;24,0439954590511;26,8959517712472;29,8295629714265;1;1;1
"727";177;71,68;30,741871297094;22,131340402672;24,4564801746489;26,7833777648387;29,1118823824746;31,4418671696099;1;1;1
"728";178;22,31;12,0181814002879;4,5882121596225;6,92637414327058;10,0746328817688;14,2064757854068;19,5135714051255;2;1;2
"729";178;34,03;19,877753673655;9,01006301811712;11,8983469995207;15,3231864496598;19,3250168011925;23,9435994972134;1;1;1
"730";178;45,01;23,2404567475766;13,2723733401519;16,2314682613324;19,4930541055248;23,0579728828518;26,9269988207569;1;1;1
"731";178;59,1;25,9166908507864;18,3010073499833;21,0001914132988;23,8001825137509;26,6955583233465;29,6816036903071;2;1;2
"732";179;34,03;20,2558090488296;9,01006301811712;11,8983469995207;15,3231864496598;19,3250168011925;23,9435994972134;1;0;1
"733";179;45,01;25,2700171827246;13,2723733401519;16,2314682613324;19,4930541055248;23,0579728828518;26,9269988207569;1;0;1
"734";179;59,1;27,6875818187096;18,3010073499833;21,0001914132988;23,8001825137509;26,6955583233465;29,6816036903071;1;0;1
"735";180;34,03;19,1813358772807;9,01006301811712;11,8983469995207;15,3231864496598;19,3250168011925;23,9435994972134;2;1;2
"736";180;45,01;22,2654718326526;13,2723733401519;16,2314682613324;19,4930541055248;23,0579728828518;26,9269988207569;2;1;2
"737";180;59,1;27,1105499302852;18,3010073499833;21,0001914132988;23,8001825137509;26,6955583233465;29,6816036903071;1;1;1
"738";181;23,32;14,9829314477099;4,94603705220718;7,35621062872616;10,5558979906761;14,7013373288384;19,9629225033159;1;0;1
"739";181;35,05;19,9772419302799;9,40959217662536;12,3195261537823;15,7419283832588;19,7111264545746;24,2606232768848;1;0;1
"740";181;46,02;25,0312453668248;13,6541522824292;16,6047482516554;19,839605395725;23,3580587389522;27,1594998388033;1;0;1
"741";181;60,12;27,757223598347;18,636343429665;21,3081443114091;24,0702384951134;26,9174889794568;29,8454428151553;1;0;1
"742";182;22,93;12,1574649595628;4,80707806055687;7,1900437235873;10,3706203493416;14,5115514469356;19,7911988728786;2;1;2
"743";182;34,66;17,6293190739322;9,25678016178044;12,1588603748168;15,5825782383156;19,5645205624719;24,1404965323484;2;1;2
"744";182;45,63;23,5787168201013;13,507044862183;16,4611638547971;19,7065119040331;23,2429767348406;27,0704554239547;1;1;1
"745";182;59,72;26,8817269400479;18,5053461380318;21,1879759500314;23,9649632949343;26,831053589843;29,7816863681943;1;1;1
"746";183;34,66;19,7583677657051;9,25678016178044;12,1588603748168;15,5825782383156;19,5645205624719;24,1404965323484;1;1;1
"747";183;45,63;23,9368745439509;13,507044862183;16,4611638547971;19,7065119040331;23,2429767348406;27,0704554239547;1;1;1
"748";183;59,72;26,6131086471607;18,5053461380318;21,1879759500314;23,9649632949343;26,831053589843;29,7816863681943;2;1;2
"749";184;34,66;19,5394936011303;9,25678016178044;12,1588603748168;15,5825782383156;19,5645205624719;24,1404965323484;2;1;2
"750";184;45,63;23,9567721952759;13,507044862183;16,4611638547971;19,7065119040331;23,2429767348406;27,0704554239547;1;1;1
"751";184;59,72;26,6330062984857;18,5053461380318;21,1879759500314;23,9649632949343;26,831053589843;29,7816863681943;2;1;2
"752";185;34,66;19,6190842064302;9,25678016178044;12,1588603748168;15,5825782383156;19,5645205624719;24,1404965323484;1;0;1
"753";185;45,63;24,5338040837003;13,507044862183;16,4611638547971;19,7065119040331;23,2429767348406;27,0704554239547;1;0;1
"754";185;59,72;27,5383494337723;18,5053461380318;21,1879759500314;23,9649632949343;26,831053589843;29,7816863681943;1;0;1
"755";186;35,12;17,7686026332071;9,43702445621902;12,3483133440489;15,7704303147401;19,7373071586821;24,2820438124413;2;0;2
"756";186;46,09;22,9419919777019;13,6805135485175;16,6304457185012;19,8633979258962;23,3786097488377;27,1753856458938;2;0;2
"757";186;60,18;26,4937227392108;18,6559363705549;21,3261031754679;24,0859601263696;26,9303884572446;29,8549518369478;2;0;2
"758";187;35,12;19,81806071968;9,43702445621902;12,3483133440489;15,7704303147401;19,7373071586821;24,2820438124413;1;0;1
"759";187;46,09;24,81237120225;13,6805135485175;16,6304457185012;19,8633979258962;23,3786097488377;27,1753856458938;1;0;1
"760";187;60,18;27,4587588284723;18,6559363705549;21,3261031754679;24,0859601263696;26,9303884572446;29,8549518369478;1;0;1
"761";188;25,33;13,4110169930365;5,67633850506673;8,21500110500138;11,4990279521467;15,6540956626273;20,8140527381152;2;1;2
"762";188;36,43;16,7737200669581;9,95045929200598;12,8841083288297;16,2982332206909;20,2198790704222;24,6751870998809;2;1;2
"763";188;50,2;21,1512033584537;15,2033826470357;18,0989931308064;21,2098080267149;24,5311951462679;28,0589944694615;3;1;3
"764";188;63,07;23,9965674979258;19,5819800093727;22,1707297781909;24,8220555169;27,5318709229966;30,2966642097027;3;1;3
"765";189;25,43;13,2518357824367;5,7132334989766;8,25778370348968;11,5454144800055;15,7004066422072;20,8549743458927;2;0;2
"766";189;36,53;16,9925942315329;9,98964521445609;12,9247724666479;16,3380869404566;20,2561470839742;24,7046062641052;2;0;2
"767";189;50,3;24,0960557545507;15,2397794467067;18,1337238651935;21,241345562173;24,5579548886854;28,0793419703076;2;0;2
"768";189;63,17;25,767458465849;19,6133978253085;22,1992445499038;24,8467949641392;27,5520029961144;30,3113924034617;2;0;2
"769";190;25,43;15,4405774281844;5,7132334989766;8,25778370348968;11,5454144800055;15,7004066422072;20,8549743458927;2;1;2
"770";190;50,3;25,1307336234497;15,2397794467067;18,1337238651935;21,241345562173;24,5579548886854;28,0793419703076;1;1;1
"771";190;63,17;27,2000893612476;19,6133978253085;22,1992445499038;24,8467949641392;27,5520029961144;30,3113924034617;2;1;2
"772";191;36,53;15,7390421980591;9,98964521445609;12,9247724666479;16,3380869404566;20,2561470839742;24,7046062641052;3;0;3
"773";191;50,3;20,0767301869048;15,2397794467067;18,1337238651935;21,241345562173;24,5579548886854;28,0793419703076;3;0;3
"774";191;63,17;22,2057788786776;19,6133978253085;22,1992445499038;24,8467949641392;27,5520029961144;30,3113924034617;3;0;3
"775";192;24,38;11,2421729986137;5,32837982454773;7,80874120185921;11,0557852980657;15,2090279167708;20,4186858289099;2;0;2
"776";192;35,48;17,3308543040575;9,57811856362627;12,4961154753164;15,9165334347109;19,8713143595996;24,3915371583861;2;0;2
"777";192;49,24;21,6884399442282;14,8523120925451;17,7631392649691;20,9041257499158;24,2712702636982;27,8609647704202;2;0;2
"778";192;62,12;26,2450020976486;19,281415199355;21,8974764802506;24,5846160023553;27,3383784833862;30,1549247127907;2;0;2
"779";193;24,67;10,5656528535644;5,43409564055393;7,93271135528215;11,1915789984378;15,345877226135;20,54066099235;3;1;3
"780";193;36,83;16,1170975732338;10,1071848466286;13,0465570377301;16,4572761503032;20,3644724203548;24,792370554965;3;1;3
"781";193;48,62;21,6088493389282;14,6240166378023;17,5438952381093;20,7038765638334;24,1004477615416;27,7304326895905;2;1;2
"782";193;61,01;23,7478468563636;18,9254491430935;21,5727608134478;24,3015902648075;27,1070859221797;29,985053503385;3;1;3
"783";193;73,65;26,5932109958357;22,6702589946743;24,932811873853;27,1868011370082;29,4329954351868;31,6720387178734;3;1;3
"784";194;36,83;16,3757670404585;10,1071848466286;13,0465570377301;16,4572761503032;20,3644724203548;24,792370554965;3;1;3
"785";194;48,62;21,0119197991788;14,6240166378023;17,5438952381093;20,7038765638334;24,1004477615416;27,7304326895905;2;1;2
"786";194;61,01;23,5787168201013;18,9254491430935;21,5727608134478;24,3015902648075;27,1070859221797;29,985053503385;3;1;3
"787";194;73,65;25,5485843012743;22,6702589946743;24,932811873853;27,1868011370082;29,4329954351868;31,6720387178734;3;1;3
"788";195;24,7;14,2666160000106;5,44505762697105;7,94553868937598;11,2056023658099;15,3599843468497;20,553214043658;2;2;2
"789";195;37,58;17,3706496067075;10,4008652032423;13,3496262518311;16,7528074023726;20,6321704383909;25,0085891860014;2;2;2
"790";195;47,8;20,3950926081045;14,3202610422007;17,2511270146688;20,4355925889329;23,8708969106953;27,5545346426584;3;2;3
"791";195;60,45;26,8817269400479;18,7439212524119;21,4067039783746;24,1564834197878;26,9882247261694;29,897567864815;2;2;2
"792";195;70,89;29,3689333556704;21,910597429715;24,2607113365853;26,6170624556261;28,9791261012053;31,3464600919389;1;2;1
"793";196;29,57;18,6043039888563;7,27654730786858;10,0249484704473;13,417836675689;17,5309741087946;22,4416638487675;1;0;1
"794";196;42,44;23,1608661422767;12,2899935921592;15,2609573912303;18,5834929586333;22,2635080178495;26,3065076673715;1;0;1
"795";196;52,66;26,1057185383737;16,0888579173927;18,9393669073193;21,9691685008341;25,1726175727304;28,5446940358132;1;0;1
"796";196;65,31;29,1699568424206;20,2756097953936;22,7981873217135;25,3648036332596;27,9723244156456;30,6180722962529;1;0;1
"797";196;75,76;30,8712060307064;23,2293135694281;25,4245750152886;27,6014792450192;29,7617475307878;31,9068157871228;1;0;1
"798";197;24,51;12,933473361237;5,37571321047533;7,86430753584592;11,1167107432013;15,2704819984172;20,4735057700383;2;1;2
"799";197;37,65;21,0716127531538;10,4282596073228;13,3778092873554;16,7802123100422;20,6569303604056;25,0285400339007;1;1;1
"800";197;47,6;24,0363628005758;14,2458688119056;17,1792387974719;20,3695602812647;23,8142751826937;27,5110600712946;1;1;1
"801";197;61,5;26,6926992524606;19,083219860794;21,7168288549665;24,4272789822093;27,2098885225774;30,0606158793584;2;1;2
"802";197;76,15;29,8763234644574;23,330603163936;25,5134202796357;27,6762045309186;29,8208486107367;31,9489302390275;1;1;1
"803";198;24,51;11,4013542092135;5,37571321047533;7,86430753584592;11,1167107432013;15,2704819984172;20,4735057700383;2;0;2
"804";198;37,65;18,6440992915062;10,4282596073228;13,3778092873554;16,7802123100422;20,6569303604056;25,0285400339007;2;0;2
"805";198;47,6;22,5838342538523;14,2458688119056;17,1792387974719;20,3695602812647;23,8142751826937;27,5110600712946;2;0;2
"806";198;61,5;25,319761311037;19,083219860794;21,7168288549665;24,4272789822093;27,2098885225774;30,0606158793584;2;0;2
"807";198;76,15;28,6725155592961;23,330603163936;25,5134202796357;27,6762045309186;29,8208486107367;31,9489302390275;2;0;2
"808";199;37,65;19,7583677657051;10,4282596073228;13,3778092873554;16,7802123100422;20,6569303604056;25,0285400339007;2;1;2
"809";199;47,6;22,2057788786776;14,2458688119056;17,1792387974719;20,3695602812647;23,8142751826937;27,5110600712946;2;1;2
"810";199;61,5;26,5932109958357;19,083219860794;21,7168288549665;24,4272789822093;27,2098885225774;30,0606158793584;2;1;2
"811";199;76,15;30,2245323626446;23,330603163936;25,5134202796357;27,6762045309186;29,8208486107367;31,9489302390275;1;1;1
"812";200;25,53;13,4110169930365;5,75017713910952;8,30056786493055;11,5917486680966;15,746615940424;20,8957658096561;2;1;2
"813";200;38,67;18,5645086862063;10,827023191877;13,7864142658676;17,1760936334987;21,0134133945599;25,3149022383267;2;1;2
