"idarvore";"dap";"ht";"hi";"dicc";"vcc"
39266;19,3;26,7;1,3;19,3;0,047353461687008
39266;19,3;26,7;2;18,7;0,0672054212844909
39266;19,3;26,7;4;17,3;0,118176191292659
39266;19,3;26,7;6;15,2;0,159828212092115
39266;19,3;26,7;8;14;0,19336785526184
39266;19,3;26,7;10;13,2;0,222446436863467
39266;19,3;26,7;12;12;0,247440948015428
39266;19,3;26,7;14;10,8;0,267911565746219
39266;19,3;26,7;16;10;0,284926431558061
39266;19,3;26,7;18;8,4;0,298322182632968
39266;19,3;26,7;20;7,5;0,308281816743011
39266;19,3;26,7;22;5,5;0,315075510856399
39266;19,3;26,7;24;3,5;0,318413453050838
39266;19,3;26,7;25,65;3;0,319790354206044
39266;19,3;26,7;26,7;0;0,320037754627514
39267;15,3;25,3;0,1;20;0,00314159265358979
39267;15,3;25,3;0,7;17,8;0,0200317372370846
39267;15,3;25,3;1,3;15,3;0,0330127195419013
39267;15,3;25,3;2;14,8;0,0454687809842113
39267;15,3;25,3;4;14;0,078065946357859
39267;15,3;25,3;6;13,1;0,106937968242513
39267;15,3;25,3;8;12;0,131725919677499
39267;15,3;25,3;10;11,2;0,15288768779208
39267;15,3;25,3;12;10,4;0,171234588889045
39267;15,3;25,3;14;9,4;0,186669233596131
39267;15,3;25,3;16;8,2;0,198890029018596
39267;15,3;25,3;18;7,1;0,208130238410967
39267;15,3;25,3;20;6;0,214916863940884
39267;15,3;25,3;22;4,5;0,219334728609995
39267;15,3;25,3;23,4428571428571;3;0,220992058984435
39267;15,3;25,3;25,3;0;0,221429637961185
40159;15;24,9;0,1;18,8;0,00277591126871194
40159;15;24,9;0,7;16,3;0,0173638182158398
40159;15;24,9;1,3;15;0,0289254289597646
40159;15;24,9;2;14,2;0,0406533084948807
40159;15;24,9;4;13,5;0,0708039585895453
40159;15;24,9;6;12,8;0,0979858036265676
40159;15;24,9;8;12;0,122163500688595
40159;15;24,9;10;11,1;0,143150125012738
40159;15;24,9;12;10;0,160680997417932
40159;15;24,9;14;8,9;0,174756117904178
40159;15;24,9;16;7,7;0,185633882467233
40159;15;24,9;18;6,7;0,193816160533507
40159;15;24,9;20;5,5;0,199717642333276
40159;15;24,9;22;3,8;0,203227586725499
40159;15;24,9;23,1;3;0,204240122037751
40159;15;24,9;24,9;0;0,204664237045985
40160;18,8;26,3;0,1;24,5;0,00471435247579318
40160;18,8;26,3;0,7;20,5;0,0287593172482061
40160;18,8;26,3;1,3;18,8;0,0469889583993752
40160;18,8;26,3;2;18,1;0,0657102980707393
40160;18,8;26,3;4;16,5;0,112823192300299
40160;18,8;26,3;6;15,1;0,152113520822419
40160;18,8;26,3;8;14,1;0,185635885232549
40160;18,8;26,3;10;13,2;0,214935163718091
40160;18,8;26,3;12;12,2;0,240309807581136
40160;18,8;26,3;14;11,1;0,261676564616363
40160;18,8;26,3;16;9,6;0,278591684861454
40160;18,8;26,3;18;8,4;0,291371683776258
40160;18,8;26,3;20;7,5;0,301331317886301
40160;18,8;26,3;22;5,6;0,308212191195826
40160;18,8;26,3;24;3,2;0,311479447555559
40160;18,8;26,3;24,14375;3;0,31158805830408
40160;18,8;26,3;26,3;0;0,312096112741028
40162;13;22,1;0,1;15,5;0,00188691908756237
40162;13;22,1;0,7;13,8;0,0120348131373718
40162;13;22,1;1,3;13;0,0205039186129191
40162;13;22,1;2;12,7;0,0295832391915182
40162;13;22,1;4;11,9;0,0533729495608269
40162;13;22,1;6;11,1;0,0741718637239181
40162;13;22,1;8;10,3;0,0921810436106216
40162;13;22,1;10;9,4;0,107453110897885
40162;13;22,1;12;7,9;0,119294559007428
40162;13;22,1;14;6,8;0,127827910052742
40162;13;22,1;16;5,3;0,133665774601275
40162;13;22,1;18;4;0,137128595103694
40162;13;22,1;19,58;3;0,138679756476404
40162;13;22,1;22,1;0;0,139273517487933
40163;15,1;23,4;0,1;20,1;0,00317308711994203
40163;15,1;23,4;0,7;15,8;0,0185743524050843
40163;15,1;23,4;1,3;15,1;0,029828715387488
40163;15,1;23,4;2;14,1;0,0415615429310335
40163;15,1;23,4;4;13,4;0,0712786532395027
40163;15,1;23,4;6;12,5;0,0976531089645525
40163;15,1;23,4;8;11,9;0,121046978659509
40163;15,1;23,4;10;10,8;0,141329886229248
40163;15,1;23,4;12;9,7;0,157880581726522
40163;15,1;23,4;14;8,5;0,170944894776476
40163;15,1;23,4;16;7,2;0,180690900586074
40163;15,1;23,4;18;6,3;0,187879649975651
40163;15,1;23,4;20;4,2;0,192382337646409
40163;15,1;23,4;21,5739130434783;3;0,194028887333451
40163;15,1;23,4;23,4;0;0,194459148936008
40164;15,8;22,4;0,1;19,6;0,00301718558450764
40164;15,8;22,4;0,7;17,5;0,0192845879642446
40164;15,8;22,4;1,3;15,8;0,0323824375157748
40164;15,8;22,4;2;15,1;0,0455125276619125
40164;15,8;22,4;4;14,1;0,0790348920720424
40164;15,8;22,4;6;13;0,107922621919964
40164;15,8;22,4;8;12;0,132505584434304
40164;15,8;22,4;10;11,1;0,153492208758447
40164;15,8;22,4;12;9,7;0,170558910849074
40164;15,8;22,4;14;8,5;0,183623223899027
40164;15,8;22,4;16;7,1;0,19325691777126
40164;15,8;22,4;18;5,5;0,199591939357224
40164;15,8;22,4;20;3,5;0,202929881551663
40164;15,8;22,4;20,3428571428571;3;0,203215990882615
40164;15,8;22,4;22,4;0;0,203700693749169
40166;17,8;23,5;0,1;21,5;0,0036305030103047
40166;17,8;23,5;0,7;19,1;0,0231176451608895
40166;17,8;23,5;1,3;17,8;0,0391786449032856
40166;17,8;23,5;2;17,4;0,0562107894747227
40166;17,8;23,5;4;15,3;0,0983748898767147
40166;17,8;23,5;6;14,6;0,133501822734666
40166;17,8;23,5;8;13,8;0,165200492609387
40166;17,8;23,5;10;12,5;0,192429461536213
40166;17,8;23,5;12;11,1;0,214378198610518
40166;17,8;23,5;14;9,5;0,2311433078064
40166;17,8;23,5;16;8,4;0,243773295671994
40166;17,8;23,5;18;6,5;0,252633372353281
40166;17,8;23,5;20;4,5;0,257542110874515
40166;17,8;23,5;21,25;3;0,258977916891976
40166;17,8;23,5;23,5;0;0,259508060652269
40168;14,7;24,2;0,1;19,4;0,00295592452776264
40168;14,7;24,2;0,7;16,9;0,0185532251944889
40168;14,7;24,2;1,3;14,7;0,0303742529517839
40168;14,7;24,2;2;14,2;0,0418572060696445
40168;14,7;24,2;4;13,3;0,0715868827487281
40168;14,7;24,2;6;12,5;0,0977516371641507
40168;14,7;24,2;8;11,7;0,120774798925983
40168;14,7;24,2;10;10,7;0,140518137957469
40168;14,7;24,2;12;9,7;0,156899972849613
40168;14,7;24,2;14;8,4;0,169831553609952
40168;14,7;24,2;16;7,4;0,179674163393648
40168;14,7;24,2;18;6,2;0,186994074276513
40168;14,7;24,2;20;4,7;0,191748089359557
40168;14,7;24,2;21,8428571428571;3;0,193998036308203
40168;14,7;24,2;24,2;0;0,194553425009462
40169;16,6;24,7;0,1;21,6;0,00366435367114714
40169;16,6;24,7;0,7;18,5;0,0227214903272718
40169;16,6;24,7;1,3;16,6;0,0372782955071292
40169;16,6;24,7;2;15,8;0,0517154845467011
40169;16,6;24,7;4;14,8;0,0885255256688127
40169;16,6;24,7;6;14;0,12112269104246
40169;16,6;24,7;8;13;0,149789724006467
40169;16,6;24,7;10;11,7;0,173814268426632
40169;16,6;24,7;12;11;0,194068901662489
40169;16,6;24,7;14;9,5;0,21066043786426
40169;16,6;24,7;16;8,3;0,223159264236567
40169;16,6;24,7;18;7,2;0,232641376263264
40169;16,6;24,7;20;5,8;0,239354959763985
40169;16,6;24,7;22;3,3;0,242852337785594
40169;16,6;24,7;22,6;3;0,243320984869694
40169;16,6;24,7;24,7;0;0,243815785712634
40170;17,5;24,4;0,1;23;0,0041547562843725
40170;17,5;24,4;0,7;19,5;0,0255784546864464
40170;17,5;24,4;1,3;17,5;0,0417537298616168
40170;17,5;24,4;2;16,8;0,0579306936428386
40170;17,5;24,4;4;15,5;0,0989669622821919
40170;17,5;24,4;6;14,5;0,134349149543247
40170;17,5;24,4;8;13,6;0,165388870358877
40170;17,5;24,4;10;12,5;0,192187441092162
40170;17,5;24,4;12;11,5;0,214846178106178
40170;17,5;24,4;14;10;0,233087050451084
40170;17,5;24,4;16;8,5;0,246615533815605
40170;17,5;24,4;18;7,3;0,256475422358897
40170;17,5;24,4;20;5,7;0,26321256780452
40170;17,5;24,4;22;3,5;0,26672643918756
40170;17,5;24,4;22,3428571428571;3;0,267012548518512
40170;17,5;24,4;24,4;0;0,267497251385066
40171;16,2;22,2;0,1;20,2;0,00320473866592695
40171;16,2;22,2;0,7;16,8;0,0194690779928267
40171;16,2;22,2;1,3;16,2;0,0323027981420063
40171;16,2;22,2;2;15,6;0,0462067018286314
40171;16,2;22,2;4;14,1;0,0809346524195763
40171;16,2;22,2;6;13,3;0,110442061418418
40171;16,2;22,2;8;12,5;0,136606815833841
40171;16,2;22,2;10;10,9;0,158209977716251
40171;16,2;22,2;12;9,8;0,175084257256845
40171;16,2;22,2;14;8,5;0,188301722948661
40171;16,2;22,2;16;6,8;0,197607905786757
40171;16,2;22,2;18;4,7;0,202974531437252
40171;16,2;22,2;19,9241379310345;3;0,205323714217634
40171;16,2;22,2;22,2;0;0,205859951584368
40172;20,4;25,6;0,1;25,7;0,00518747632942381
40172;20,4;25,6;0,7;22;0,0321538866502262
40172;20,4;25,6;1,3;20,4;0,0533634069731416
40172;20,4;25,6;2;19,5;0,0752558702690393
40172;20,4;25,6;4;17,5;0,129173454186274
40172;20,4;25,6;6;16,1;0,173584578733746
40172;20,4;25,6;8;14,9;0,211379509152758
40172;20,4;25,6;10;13,9;0,243990811693347
40172;20,4;25,6;12;12,8;0,272033453117453
40172;20,4;25,6;14;11,5;0,295288307337488
40172;20,4;25,6;16;9,8;0,313218162009688
40172;20,4;25,6;18;8,4;0,32630289541189
40172;20,4;25,6;20;6,8;0,335476345960372
40172;20,4;25,6;22;4,5;0,340698458348802
40172;20,4;25,6;23,68;3;0,342628181636269
40172;20,4;25,6;25,6;0;0,343080570978386
40631;15;26,3;0,1;17,9;0,00251649425534176
40631;15;26,3;0,7;16,1;0,0161734687593946
40631;15;26,3;1,3;15;0,027582398100355
40631;15;26,3;2;14,7;0,0397074927566093
40631;15;26,3;4;14,4;0,0729651779856742
40631;15;26,3;6;13,5;0,103565075829802
40631;15;26,3;8;12,4;0,12995523951812
40631;15;26,3;10;11,5;0,15241841238945
40631;15;26,3;12;10,4;0,171300169635688
40631;15;26,3;14;10;0,18764901780497
40631;15;26,3;16;8,6;0,201311804255432
40631;15;26,3;18;7,7;0,211777234782703
40631;15;26,3;20;6,5;0,21975216773384
40631;15;26,3;22;5,7;0,225622233607073
40631;15;26,3;24;3,7;0,229249202325642
40631;15;26,3;25,55;3;0,230630305361023
40631;15;26,3;26,3;0;0,230807019947787
40632;15,5;25,6;0,1;18,5;0,00268802521422777
40632;15,5;25,6;0,7;17,2;0,0177226666366961
40632;15,5;25,6;1,3;15,5;0,0303539896791682
40632;15,5;25,6;2;14,9;0,0430610251045919
40632;15,5;25,6;4;14;0,0758914537327686
40632;15,5;25,6;6;12,9;0,104355068572456
40632;15,5;25,6;8;11,8;0,128360763436699
40632;15,5;25,6;10;10,8;0,148457531641712
40632;15,5;25,6;12;10;0,165472397453555
40632;15,5;25,6;14;9,1;0,179830261278624
40632;15,5;25,6;16;8;0,191360691715461
40632;15,5;25,6;18;7;0,200235690961853
40632;15,5;25,6;20;5,5;0,206459971406777
40632;15,5;25,6;22;4,5;0,210426232131935
40632;15,5;25,6;23,2;3;0,211804605908697
40632;15,5;25,6;25,6;0;0,212370092586343
40633;13,7;22,2;0,1;17;0,00226980069221863
40633;13,7;22,2;0,7;16,3;0,0153393759098665
40633;13,7;22,2;1,3;13,7;0,0260218904895006
40633;13,7;22,2;2;13,2;0,0359709609942459
40633;13,7;22,2;4;12,8;0,0625237021023869
40633;13,7;22,2;6;12;0,0867013991644139
40633;13,7;22,2;8;11,1;0,107688023488557
40633;13,7;22,2;10;10,5;0,126023929011234
40633;13,7;22,2;12;9;0,14104466888621
40633;13,7;22,2;14;7,6;0,151942853801513
40633;13,7;22,2;16;7;0,160327764593944
40633;13,7;22,2;18;5,3;0,166382399035575
40633;13,7;22,2;20;3,3;0,169443881076498
40633;13,7;22,2;21,6545454545455;3;0,170736210914469
40633;13,7;22,2;22,2;0;0,170864730613934
40634;13,2;21,5;0,1;16,8;0,00221670777637296
40634;13,2;21,5;0,7;15,9;0,0148235263961471
40634;13,2;21,5;1,3;13,2;0,0248856549665135
40634;13,2;21,5;2;12,8;0,0341791143543628
40634;13,2;21,5;4;12,3;0,0589293666775066
40634;13,2;21,5;6;11;0,0803149732686557
40634;13,2;21,5;8;10,2;0,0979895735377519
40634;13,2;21,5;10;9,1;0,112664738220833
40634;13,2;21,5;12;8,2;0,124449637662612
40634;13,2;21,5;14;6,8;0,133362336020846
40634;13,2;21,5;16;5,4;0,139284238172863
40634;13,2;21,5;18;3,6;0,142592335237093
40634;13,2;21,5;19;3;0,143454702420503
40634;13,2;21,5;21,5;0;0,144043751043051
40635;14,8;24,7;0,1;17,7;0,00246057390610787
40635;14,8;24,7;0,7;16,2;0,0160258924444923
40635;14,8;24,7;1,3;14,8;0,0273704976758704
40635;14,8;24,7;2;14,5;0,0391712228906415
40635;14,8;24,7;4;13,8;0,0706413418998139
40635;14,8;24,7;6;13,1;0,0990766824056185
40635;14,8;24,7;8;12;0,123864633840605
40635;14,8;24,7;10;10,6;0,143999101157462
40635;14,8;24,7;12;9,5;0,159912053346058
40635;14,8;24,7;14;8,6;0,172809076587208
40635;14,8;24,7;16;7,6;0,183154341195479
40635;14,8;24,7;18;6,6;0,191111995387022
40635;14,8;24,7;20;5,5;0,196909019231058
40635;14,8;24,7;22;3,9;0,200479439281863
40635;14,8;24,7;23,3;3;0,201715381101693
40635;14,8;24,7;24,7;0;0,20204524833032
40636;18;24,8;0,1;20,7;0,00336535259034173
40636;18;24,8;0,7;19,1;0,0220570434810376
40636;18;24,8;1,3;18;0,0382867467489315
40636;18;24,8;2;17,5;0,0556116484857749
40636;18;24,8;4;16;0,0997706602227965
40636;18;24,8;6;14,9;0,137313477831358
40636;18;24,8;8;13,5;0,169063983984863
40636;18;24,8;10;12,3;0,195260154326822
40636;18;24,8;12;11;0,216645760917971
40636;18;24,8;14;9,9;0,233846766094538
40636;18;24,8;16;8,3;0,246955061441642
40636;18;24,8;18;6,9;0,256104950045222
40636;18;24,8;20;5,5;0,262220060145434
40636;18;24,8;22;3,5;0,265558002339874
40636;18;24,8;23,3;3;0,266642833553066
40636;18;24,8;24,8;0;0,266996262726595
40637;15,8;24,5;0,1;17,7;0,00246057390610787
40637;15,8;24,5;0,7;16,6;0,0163350251616055
40637;15,8;24,5;1,3;15,8;0,0287097586240957
40637;15,8;24,5;2;15,4;0,0420913725320614
40637;15,8;24,5;4;14,8;0,077921236746253
40637;15,8;24,5;6;14;0,110518402119901
40637;15,8;24,5;8;13,3;0,139805114234828
40637;15,8;24,5;10;12;0,165007755900089
40637;15,8;24,5;12;10,6;0,185142223216946
40637;15,8;24,5;14;9,5;0,201055175405542
40637;15,8;24,5;16;8,4;0,213685163271136
40637;15,8;24,5;18;7,3;0,223412319524813
40637;15,8;24,5;20;6,4;0,230814697214834
40637;15,8;24,5;22;4,5;0,23562211937299
40637;15,8;24,5;23,25;3;0,237057925390451
40637;15,8;24,5;24,5;0;0,237352449701725
40638;17,2;25,2;0,1;20,5;0,00330063578167778
40638;17,2;25,2;0,7;18,9;0,0216191054651272
40638;17,2;25,2;1,3;17,2;0,0370062335833283
40638;17,2;25,2;2;16,8;0,0528970375437162
40638;17,2;25,2;4;15,3;0,0934495009144166
40638;17,2;25,2;6;14;0,127228690523977
40638;17,2;25,2;8;13,7;0,157363632655374
40638;17,2;25,2;10;12;0,183414504337104
40638;17,2;25,2;12;11;0,204227555667137
40638;17,2;25,2;14;10,4;0,222225739979552
40638;17,2;25,2;16;9;0,237082331638379
40638;17,2;25,2;18;8,2;0,248725074012582
40638;17,2;25,2;20;6,4;0,257223082140543
40638;17,2;25,2;22;4,5;0,262030504298699
40638;17,2;25,2;23,4;3;0,263638607038255
40638;17,2;25,2;25,2;0;0,264062722046489
40647;13,9;24,7;0,1;17;0,00226980069221863
40647;13,9;24,7;0,7;15,1;0,0144515618259621
40647;13,9;24,7;1,3;13,9;0,0243763242575503
40647;13,9;24,7;2;13,4;0,0346233748254886
40647;13,9;24,7;4;12,8;0,061593947756557
40647;13,9;24,7;6;12;0,085771644818584
40647;13,9;24,7;8;11;0,106584696148616
40647;13,9;24,7;10;10,5;0,124747028677182
40647;13,9;24,7;12;10;0,141260025062614
40647;13,9;24,7;14;8,9;0,155335145548859
40647;13,9;24,7;16;7,8;0,166334646827241
40647;13,9;24,7;18;6,4;0,174330000130627
40647;13,9;24,7;20;5,2;0,179670707641729
40647;13,9;24,7;22;4;0,183051061336992
40647;13,9;24,7;23,0846153846154;3;0,184115880000829
40647;13,9;24,7;24,7;0;0,18449649603386
40648;12,7;24,2;0,1;16,2;0,00206119894002026
40648;12,7;24,2;0,7;15,5;0,0139055530227682
40648;12,7;24,2;1,3;12,7;0,0233666163786865
40648;12,7;24,2;2;12,2;0,0318917600131923
40648;12,7;24,2;4;11;0,053084944054309
40648;12,7;24,2;6;10,8;0,071749146009286
40648;12,7;24,2;8;10;0,0887640118211283
40648;12,7;24,2;10;9,1;0,103121875646197
40648;12,7;24,2;12;8,2;0,114906775087976
40648;12,7;24,2;14;7,4;0,124488632681425
40648;12,7;24,2;16;6,5;0,132107780264543
40648;12,7;24,2;18;5,5;0,137801916949175
40648;12,7;24,2;20;4,5;0,141768177674332
40648;12,7;24,2;22;3;0,144065467302269
40648;12,7;24,2;23,6545454545455;3;0,145234996567401
40648;12,7;24,2;24,2;0;0,145753359355244
40648;12,7;24,2;24,2;0;0,145363516266866
40649;18,5;25,9;0,1;23,2;0,00422732707467043
40649;18,5;25,9;0,7;20,3;0,0266189501733153
40649;18,5;25,9;1,3;18,5;0,0443926676906323
40649;18,5;25,9;2;18;0,0627071711133565
40649;18,5;25,9;4;16,8;0,110321149371163
40649;18,5;25,9;6;15,2;0,150634066302028
40649;18,5;25,9;8;13,8;0,183737028092903
40649;18,5;25,9;10;12,9;0,211763961553741
40649;18,5;25,9;12;11,7;0,235585087849586
40649;18,5;25,9;14;10,9;0,255667718887659
40649;18,5;25,9;16;9,5;0,272087252891646
40649;18,5;25,9;18;9;0,285537196439827
40649;18,5;25,9;20;7,6;0,29643538135513
40649;18,5;25,9;22;5,2;0,30309555778074
40649;18,5;25,9;24;3;0,305926132761625
40649;18,5;25,9;25,9;0;0,306373809714761
40650;19,9;26,6;0,1;25,9;0,00526852941988642
40650;19,9;26,6;0,7;23,8;0,0344205457497912
40650;19,9;26,6;1,3;19,9;0,0570977396206474
40650;19,9;26,6;2;18,8;0,0776993224951851
40650;19,9;26,6;4;17,4;0,129237149977326
40650;19,9;26,6;6;16;0,173122057755321
40650;19,9;26,6;8;14,8;0,210431612109354
40650;19,9;26,6;10;13,7;0,242376111609218
40650;19,9;26,6;12;12,5;0,26938909604111
40650;19,9;26,6;14;11,2;0,291512976905853
40650;19,9;26,6;16;10;0,309218993101485
40650;19,9;26,6;18;9,3;0,323865883450684
40650;19,9;26,6;20;7,8;0,335437154592018
40650;19,9;26,6;22;6,2;0,343234587558228
40650;19,9;26,6;24;4;0,347510295159764
40650;19,9;26,6;25,1;3;0,348590217634436
40650;19,9;26,6;26,6;0;0,348943646807964
40651;10,2;20,8;0,1;15,1;0,00179078635236252
40651;10,2;20,8;0,7;12,3;0,0107278320536621
40651;10,2;20,8;1,3;10,2;0,0167439034454702
40651;10,2;20,8;2;9,8;0,0222438897041099
40651;10,2;20,8;4;9,2;0,0364344637203749
40651;10,2;20,8;6;8,7;0,0490267524741262
40651;10,2;20,8;8;8;0,0599979794186252
40651;10,2;20,8;10;7,4;0,0693253680071333
40651;10,2;20,8;12;6;0,0764536417381285
40651;10,2;20,8;14;4,9;0,0811668161166766
40651;10,2;20,8;16;4;0,0843091941684298
40651;10,2;20,8;18;3,2;0,0863700789491847
40651;10,2;20,8;18,6181818181818;3;0,0868371480969738
40651;10,2;20,8;20,8;0;0,087351226894834
40652;12;23,4;0,1;16;0,00201061929829747
40652;12;23,4;0,7;14;0,0126606183939669
40652;12;23,4;1,3;12;0,0206716796606208
40652;12;23,4;2;11,8;0,0284576458136451
40652;12;23,4;4;11;0,0488968476179003
40652;12;23,4;6;10,7;0,0673921889677468
40652;12;23,4;8;10;0,0842381941744587
40652;12;23,4;10;9,3;0,0988850845236577
40652;12;23,4;12;8,3;0,111088601186527
40652;12;23,4;14;7,4;0,120800049476937
40652;12;23,4;16;6,5;0,128419197060055
40652;12;23,4;18;5,6;0,134200512940824
40652;12;23,4;20;4;0,137920158642674
40652;12;23,4;21,3;3;0,139196430658195
40652;12;23,4;23,4;0;0,139691231501136
40653;14,2;24,2;0,1;17,7;0,00246057390610787
40653;14,2;24,2;0,7;15,6;0,0155763305357636
40653;14,2;24,2;1,3;14,2;0,0260613960171195
40653;14,2;24,2;2;14;0,0369920964163871
40653;14,2;24,2;4;13,1;0,0658641183010407
40653;14,2;24,2;6;12;0,0906520697360276
40653;14,2;24,2;8;11,1;0,111638694060171
40653;14,2;24,2;10;10,3;0,129647873946874
40653;14,2;24,2;12;9,2;0,144627773117354
40653;14,2;24,2;14;8,3;0,156685991119995
40653;14,2;24,2;16;7,5;0,166514463736751
40653;14,2;24,2;18;6,2;0,173951398945961
40653;14,2;24,2;20;5,4;0,179260690530528
40653;14,2;24,2;22;3,7;0,182626121660686
40653;14,2;24,2;23,6545454545455;3;0,184100378273233
40653;14,2;24,2;24,2;0;0,184228897972698
40654;15,3;23,9;0,1;20,4;0,00326851299679482
40654;15,3;23,9;0,7;18,5;0,0211381276298626
40654;15,3;23,9;1,3;15,3;0,0347178189546371
40654;15,3;23,9;2;14,8;0,0471738803969471
40654;15,3;23,9;4;13;0,0776504707294217
40654;15,3;23,9;6;12,3;0,102805988504879
40654;15,3;23,9;8;11,4;0,124895311850432
40654;15,3;23,9;10;10,6;0,143927080145879
40654;15,3;23,9;12;9,4;0,159691592081592
40654;15,3;23,9;14;8,5;0,172305871983919
40654;15,3;23,9;16;7,3;0,18216576052721
40654;15,3;23,9;18;6,2;0,189370217880055
40654;15,3;23,9;20;4,5;0,193979719701035
40654;15,3;23,9;21,8642857142857;3;0,196121121818505
40654;15,3;23,9;23,9;0;0,196600775696866
40655;11,4;20,8;0,1;15,9;0,00198556509688509
40655;11,4;20,8;0,7;13,8;0,0124293971746627
40655;11,4;20,8;1,3;11,4;0,0199786443212389
40655;11,4;20,8;2;10,8;0,0267574158695223
40655;11,4;20,8;4;9,6;0,043156529521261
40655;11,4;20,8;6;8,9;0,0566158978474031
40655;11,4;20,8;8;8;0,067863584945418
40655;11,4;20,8;10;7;0,0767385841918091
40655;11,4;20,8;12;6,1;0,0835095017584585
40655;11,4;20,8;14;5,2;0,0885556849582871
40655;11,4;20,8;16;4,3;0,0921316027962357
40655;11,4;20,8;18;3,3;0,0944391026002974
40655;11,4;20,8;19,0857142857143;3;0,0952871306572389
40655;11,4;20,8;20,8;0;0,0956910497127005
40656;17,4;23,9;0,1;24,5;0,00471435247579318
40656;17,4;23,9;0,7;21,3;0,0295472286857264
40656;17,4;23,9;1,3;17,4;0,0473706619067864
40656;17,4;23,9;2;16,8;0,0634516893023491
40656;17,4;23,9;4;15,4;0,104245269909213
40656;17,4;23,9;6;14,3;0,138932379795661
40656;17,4;23,9;8;13;0,168266215800392
40656;17,4;23,9;10;12,3;0,193421733575849
40656;17,4;23,9;12;11;0,214807340166998
40656;17,4;23,9;14;9,9;0,232008345343566
40656;17,4;23,9;16;8,4;0,245247802183957
40656;17,4;23,9;18;7;0,254638022625536
40656;17,4;23,9;20;5;0,260449969034678
40656;17,4;23,9;22;3,2;0,26321771216249
40656;17,4;23,9;22,11875;3;0,263307434085181
40656;17,4;23,9;23,9;0;0,263727131228747
40657;14,9;24,3;0,1;19,2;0,00289529178954835
40657;14,9;24,3;0,7;16,2;0,0177647639782542
40657;14,9;24,3;1,3;14,9;0,029179348185991
40657;14,9;24,3;2;14,4;0,0409822725156197
40657;14,9;24,3;4;13;0,0705415177932461
40657;14,9;24,3;6;12,2;0,0955046130186706
40657;14,9;24,3;8;11,3;0,1172232284311
40657;14,9;24,3;10;10,2;0,135423260071509
40657;14,9;24,3;12;9,3;0,150387451278721
40657;14,9;24,3;14;8,5;0,162854861724492
40657;14,9;24,3;16;7,1;0,172488555596725
40657;14,9;24,3;18;6,4;0,179664738615687
40657;14,9;24,3;20;5;0,184845224901457
40657;14,9;24,3;21,9206896551724;3;0,187409685318426
40657;14,9;24,3;24,3;0;0,18797029711092
40658;16;21,8;0,1;19,9;0,00311025526687023
40658;16;21,8;0,7;17,8;0,0199063876902064
40658;16;21,8;1,3;16;0,0334036122078242
40658;16;21,8;2;15,4;0,0469600557469622
40658;16;21,8;4;14;0,0809803625926861
40658;16;21,8;6;12,8;0,10924213010438
40658;16;21,8;8;11,3;0,132138842761906
40658;16;21,8;10;10;0,150021573544302
40658;16;21,8;12;8,8;0,163957678555626
40658;16;21,8;14;7,8;0,174818164359086
40658;16;21,8;16;6,5;0,182914834025551
40658;16;21,8;18;4,8;0,188042698634373
40658;16;21,8;19,8;3;0,190307472778346
40658;16;21,8;21,8;0;0,190778711676384
40659;17,6;22,8;0,1;22;0,00380132711084365
40659;17,6;22,8;0,7;19,8;0,0244425333227247
40659;17,6;22,8;1,3;17,6;0,0409783062548945
40659;17,6;22,8;2;16,9;0,0573443939138624
40659;17,6;22,8;4;15,4;0,0984026537017908
40659;17,6;22,8;6;14;0,132422960547515
40659;17,6;22,8;8;12,8;0,160684728059208
40659;17,6;22,8;10;11,5;0,183939582279244
40659;17,6;22,8;12;10,3;0,202658762105658
40659;17,6;22,8;14;9,8;0,218534015182411
40659;17,6;22,8;16;8;0,231103527389424
40659;17,6;22,8;18;6;0,238957509023398
40659;17,6;22,8;20;3,5;0,242747055161791
40659;17,6;22,8;20,6181818181818;3;0,243262918955477
40659;17,6;22,8;22,8;0;0,243776997753337
40660;15,2;21,9;0,1;20,4;0,00326851299679482
40660;15,2;21,9;0,7;18,2;0,0208787106164924
40660;15,2;21,9;1,3;15,2;0,0341271209959459
40660;15,2;21,9;2;14,9;0,0465809833233984
40660;15,2;21,9;4;13,8;0,0789747305727262
40660;15,2;21,9;6;12,3;0,105814142010507
40660;15,2;21,9;8;11,4;0,12790346535606
40660;15,2;21,9;10;10,1;0,146122346552391
40660;15,2;21,9;12;9;0,160495918340728
40660;15,2;21,9;14;8;0,171884191709991
40660;15,2;21,9;16;6,9;0,18065002061167
40660;15,2;21,9;18;5,4;0,186679522312072
40660;15,2;21,9;20;3,5;0,189931856106701
40660;15,2;21,9;20,2714285714286;3;0,190158359327038
40660;15,2;21,9;21,9;0;0,190542082429726
40661;16,1;22,5;0,1;21,8;0,00373252623173003
40661;16,1;22,5;0,7;18,7;0,0231694814396737
40661;16,1;22,5;1,3;16,1;0,0375163496904549
40661;16,1;22,5;2;15,6;0,0513314641147079
40661;16,1;22,5;4;14;0,0858387178217382
40661;16,1;22,5;6;12,9;0,114302332661425
40661;16,1;22,5;8;11,8;0,138308027525668
40661;16,1;22,5;10;10,6;0,158068645316748
40661;16,1;22,5;12;9,4;0,173833157252461
40661;16,1;22,5;14;8,2;0,186053952674926
40661;16,1;22,5;16;7;0,195183420926258
40661;16,1;22,5;18;5,4;0,201322092971372
40661;16,1;22,5;20;3,3;0,204467612615779
