"idfustemed";"ntorasisc";"sdtorasisc";"dminisc";"toraminisc";"vtocoi";"vprodisc";"vti"
4483;4;40,2121943832566;5,58557711150324;2,9;0,00189900275091221;0,183268071615846;0,19037097770725
4484;4;49,6378156061531;6,18739614141677;5,6;0,00270107327130597;0,289997554613225;0,29881441797253
4485;2;14,4748248207144;5,54160313839779;3,8;0,000741151479259283;0,041700164961529;0,0500346637065467
4486;4;50,1232817991452;6,35096882253641;5,6;0,0027345756067986;0,295225037724237;0,30470419194442
4487;4;52,5981673395857;6,76777410114125;5,6;0,00299032626602333;0,324597160426031;0,335589277295244
4488;4;55,7602229466501;7,12054659200882;5,6;0,00337236834274935;0,365077373177906;0,377117571758047
4489;4;49,0128399347419;6,44292768602108;5,6;0,00257019259542783;0,281228577708652;0,29151811650622
4490;5;68,6266024286046;5,60646280233056;3,2;0,00390399722566892;0,451268520905456;0,45838787424572
4491;5;67,5524329009809;5,66595581886075;2,6;0,00386726677904171;0,437645509634855;0,444811515990196
4492;4;41,7292572378147;5,65654892333778;4,1;0,00195166013518422;0,199736247692203;0,207337417798646
4493;4;47,3935975056971;5,69780388158961;5,6;0,00249897474920746;0,265262973653054;0,272465939681924
4494;4;46,6967659442467;5,59283786219389;5,30000000000001;0,0024588398573923;0,256844298423423;0,263672530596569
4495;3;28,1934161642257;5,62947340636498;5,30000000000001;0,00142472026456632;0,121614963282518;0,129458195742149
4496;4;47,8151172716099;5,65750241915958;5,6;0,00255918101211165;0,270387688826353;0,27739554751728
4497;4;49,3608488295857;6,04087438244217;5,6;0,00269157274398251;0,287270774492198;0,29550679473677
4498;3;29,7468925222596;6,0005278857333;5,6;0,00155621208483314;0,136337068042553;0,14569331032798
4499;4;43,6625855695392;5,65750547967675;4,1;0,00218856095598918;0,220217738813173;0,22734976347302
4500;4;41,5834316900655;5,70782090722709;3,2;0,0020123143346868;0,196706169866063;0,204140404744812
4501;3;31,0910616692665;6,43714534835668;5,6;0,00166966474019325;0,148448949629171;0,159914441712209
4502;4;46,8093331028206;5,62323818943007;5,30000000000001;0,00246779104643695;0,258008148046096;0,264927976645822
4503;4;47,5424704583813;5,58443477114088;5,6;0,00253692891509011;0,267483497595067;0,274274608022856
4504;4;50,7797785006155;6,38256752438678;5,6;0,00281665792419491;0,303249503762535;0,312725829148953
4505;4;46,5748094066119;5,56126088699322;5,30000000000001;0,00244891560117658;0,255580112469286;0,262314998845565
4506;4;48,8701281769461;5,92036685773101;5,6;0,00264913304475741;0,281852389798436;0,28968396485771
4507;3;27,110637626238;5,54676751796051;4,7;0,00132953446951719;0,110252750007085;0,113762214973554
4508;4;53,1747304769379;6,94661133667708;5,6;0,00303438975989732;0,331233549929564;0,343078310906375
4509;4;44,1863482546564;5,59151685802828;4,40000000000001;0,00223567586993271;0,226782130500602;0,23367220980697
4510;4;40,1930763135252;5,53826312293041;2,9;0,00190677829291581;0,183416939506981;0,190313072441231
4511;4;41,5834316900655;5,70782090722709;3,2;0,0020123143346868;0,196706169866063;0,204140404744812
4512;4;46,6967659442467;5,59283786219389;5,30000000000001;0,0024588398573923;0,256844298423423;0,263672530596569
4513;4;40,7011385698131;5,66561405084818;2,9;0,00194281702830232;0,187662841701554;0,194995960179342
4514;4;42,405053801861;5,53558229962725;3,8;0,00208667911352673;0,207077210494185;0,213850397482207
4515;4;46,0677744969932;5,65139545412106;5,00000000000001;0,00239960305962237;0,248666411393431;0,2556916853249
4516;4;48,8701281769461;5,92036685773101;5,6;0,00264913304475741;0,281852389798436;0,28968396485771
4517;4;53,7850588843301;7,08950341786351;5,6;0,00309092726493422;0,338561954234191;0,351074836652094
4518;4;55,958701148348;7,09035708728974;5,6;0,00340836572726685;0,367967482013914;0,379782267564997
4519;4;48,5308164020545;5,83452383075792;5,6;0,00262034038567335;0,278145780747621;0,285698567260598
4520;3;31,6646179940069;6,62376692872536;5,6;0,00171915567618606;0,153775627311058;0,166233126601283
4521;5;60,8094978017173;5,5143419579354;2;0,00314685767629737;0,352262027266125;0,358935144701493
4522;4;49,5115107187435;6,37061587692437;5,6;0,00264965729708632;0,287617857793187;0,297357712271229
4523;4;40,5722571302528;5,54471745866827;3,5;0,00189073561410903;0,18771503307654;0,194826196379555
