"idfustemed";"ntorasicc";"sdtorasicc";"dminicc";"toraminicc";"vtocoi";"vprodicc";"vti"
4667;3;27,6796733864266;7,5910470327192;3,3;0,00113192161058543;0,0676085345956782;0,0926311684801296
4668;7;100,494774906653;7,66820511957809;3,3;0,00382991457265773;0,398329461177246;0,413811981022261
4669;6;79,9566299976487;8,31391082727401;3,3;0,00298419288615781;0,288765725116598;0,311997264645388
4670;6;80,1278950672624;8,33753304903818;3,3;0,00299537784432296;0,289977154591924;0,313387196724279
4671;6;82,5564409452711;8,67561880554849;3,3;0,00315532539185792;0,30741607566784;0,333490148322033
4672;6;75,2965953966584;7,66224579536313;3,3;0,00269007966530455;0,256824209783103;0,275404771962913
4673;5;54,9219234446183;7,5597113414539;2,9;0,00190723730606788;0,159828383675787;0,180654514894922
4674;6;81,5256030811804;8,53272166032268;3,3;0,00308675629673659;0,299948148150708;0,324879360019288
4675;6;80,2842539180366;8,35961491519861;3,3;0,00300546410156508;0,291082988723648;0,314663744917409
4676;6;77,3459358142332;7,9479503401945;3,3;0,00281782318509402;0,270642468805918;0,291180028203879
4677;6;79,9566299976487;8,31391082727401;3,3;0,00298419288615781;0,288765725116598;0,311997264645388
4678;6;75,8322229233937;7,73736411632757;3,3;0,00272307336338753;0,260398607707994;0,279484334497492
4679;4;38,8863813264028;7,59386666063414;2,3;0,00137057577890418;0,0953217618655098;0,118872400571071
4680;6;71,2098931009234;7,58960074779835;2,3;0,00243033144548191;0,224504990024061;0,243444026152401
4681;6;77,7276898465282;8,00180694592788;3,3;0,00284176662882917;0,273254006848929;0,29417731405084
4682;6;71,4190742849392;7,61976378440029;2,3;0,00244245000225919;0,22578015466218;0,244927682414054
4683;6;70,4792459530551;7,63452896109186;2;0,0023831640685802;0,218243673315756;0,237754232417744
4684;7;101,584407298292;8,13777206087249;3,3;0,00380690690222093;0,404681890071026;0,423939369346388
4685;7;94,3211415428058;7,54732453760648;2,6;0,00338694296855467;0,346999209143952;0,362708215988203
4686;7;93,4303584779841;7,62630967293047;2,3;0,00332767393311346;0,338748654158442;0,355136030840343
4687;7;98,9869215097186;7,64278414564094;3,3;0,00369235086658764;0,38594353272048;0,401667205739267
4688;7;93,0700017799066;7,58567190484871;2,3;0,00330529708915676;0,336224063456947;0,352382883847737
4689;4;41,9842669891929;7,92157252949846;3,3;0,00158276747651358;0,117135123409246;0,142870008296423
4690;6;74,7614671029607;7,58728434039262;3,3;0,00265728750616526;0,253277618169733;0,271362795438748
4691;6;81,5448939556731;8,46420802247545;3,3;0,00310812035650263;0,300421964683288;0,324381762037282
4692;6;75,2717242640122;7,72911702394748;3,3;0,00267020129957057;0,256346434897901;0,275728903514828
4693;6;75,3138623496869;7,70476430812743;3,3;0,00268067778204148;0,256760614971746;0,275823848261978
4694;6;82,0443170076748;8,48590525365815;3,3;0,00315487525298697;0,304256881570591;0,328099935102407
4695;6;82,1252247993747;8,23899840707384;3,3;0,00323367663522361;0,306096884419222;0,326771459319209
4696;6;72,5818129003318;7,5461009436785;2,9;0,00250371211287021;0,236395352862623;0,254850089877961
4697;6;83,0734131490182;8,59234543953388;3,3;0,00323451591163146;0,31193744466812;0,336382384593248
4698;7;92,8934318946054;7,60469949180593;2,3;0,00328311379635046;0,334701380309597;0,351105674422986
4699;6;73,8455194013064;7,62109621575167;2,9;0,00260675315248781;0,244981134151915;0,263419206003722
4700;5;59,9629691603947;8,38363212584258;3,3;0,0022042915804641;0,192347432693223;0,22031492673875
4701;6;76,5790371757152;7,77475576691625;3,3;0,0027872652412123;0,265728789579362;0,284738762101906
4702;7;97,6055408701854;7,66642714684354;2,6;0,0036679381576636;0,372607504003641;0,388208938974514
4703;6;81,9513444063221;8,53912076556918;3,3;0,00312989693891309;0,303269070212421;0,327921966915102
4704;6;71,3804349062483;7,64940986549163;2,3;0,00243046279026778;0,225340199718562;0,244888797821007
4705;6;71,3804349062483;7,64940986549163;2,3;0,00243046279026778;0,225340199718562;0,244888797821007
4706;7;98,1465020489876;7,66315997418135;3,3;0,00360741614857589;0,378922155583865;0,395083777958159
4707;7;99,4516823820761;7,80698740458347;3,3;0,00369266678556712;0,388819214695801;0,40577983924511
