"arvore";"cap";"ht";"hi";"dicc";"espcasca"
1244;48,51;27,55;0,1;18,78;0,799
1244;48,51;27,55;0,7;15,82;0,62
1244;48,51;27,55;1,3;15,44;0,65
1244;48,51;27,55;2,5;14,96;0,659
1244;48,51;27,55;3,7;14,39;0,586
1244;48,51;27,55;4,9;13,91;0,54
1244;48,51;27,55;6,1;13,62;0,545
1244;48,51;27,55;7,3;13,11;0,492
1244;48,51;27,55;8,5;12,57;0,536
1244;48,51;27,55;9,7;12,32;0,457
1244;48,51;27,55;10,9;11,55;0,359
1244;48,51;27,55;12,1;11,2;0,36
1244;48,51;27,55;13,3;10,41;0,427
1244;48,51;27,55;14,5;10,19;0,405
1244;48,51;27,55;15,7;9,68;0,34
1244;48,51;27,55;16,9;8,85;0,36
1244;48,51;27,55;18,1;8,09;0,295
1244;48,51;27,55;19,3;7,54;0,34
1244;48,51;27,55;20,5;7;0,286
1244;48,51;27,55;21,7;6,21;0,303
1244;48,51;27,55;22,9;5,41;0,303
1244;48,51;27,55;24,1;4,52;0,19
1244;48,51;27,55;25,3;3,02;0,163
1244;48,51;27,55;26,5;1,91;0,121
1244;48,51;27,55;27,1;1,05;0,093
1245;50,99;29,15;0,1;18,62;0,921
1245;50,99;29,15;0,7;16,93;0,613
1245;50,99;29,15;1,3;16,23;0,644
1245;50,99;29,15;2,5;15,88;0,605
1245;50,99;29,15;3,7;15,44;0,527
1245;50,99;29,15;4,9;15,12;0,517
1245;50,99;29,15;6,1;14,74;0,497
1245;50,99;29,15;7,3;14,42;0,429
1245;50,99;29,15;8,5;14,26;0,475
1245;50,99;29,15;9,7;13,5;0,499
1245;50,99;29,15;10,9;13,34;0,466
1245;50,99;29,15;12,1;12,61;0,354
1245;50,99;29,15;13,3;11,87;0,397
1245;50,99;29,15;14,5;11,33;0,328
1245;50,99;29,15;15,7;10,6;0,327
1245;50,99;29,15;16,9;10,35;0,339
1245;50,99;29,15;18,1;9,87;0,276
1245;50,99;29,15;19,3;9,14;0,319
1245;50,99;29,15;20,5;8,21;0,294
1245;50,99;29,15;21,7;7,38;0,24
1245;50,99;29,15;22,9;6,84;0,297
1245;50,99;29,15;24,1;6,53;0,292
1245;50,99;29,15;25,3;5;0,291
1245;50,99;29,15;26,5;3,82;0,209
1245;50,99;29,15;27,7;2,74;0,171
1245;50,99;29,15;28,7;1,02;0,062
1246;39,99;24,1;0,1;15,12;0,809
1246;39,99;24,1;0,7;13,21;0,594
1246;39,99;24,1;1,3;12,73;0,48
1246;39,99;24,1;2,5;11,94;0,417
1246;39,99;24,1;3,7;11,68;0,402
1246;39,99;24,1;4,9;11,3;0,366
1246;39,99;24,1;6,1;10,95;0,33
1246;39,99;24,1;7,3;10,47;0,371
1246;39,99;24,1;8,5;10,03;0,327
1246;39,99;24,1;9,7;9,39;0,328
1246;39,99;24,1;10,9;8,91;0,338
1246;39,99;24,1;12,1;8,59;0,323
1246;39,99;24,1;13,3;7,64;0,297
1246;39,99;24,1;14,5;6,78;0,293
1246;39,99;24,1;15,7;6,37;0,263
1246;39,99;24,1;16,9;5,73;0,242
1246;39,99;24,1;18,1;5,41;0,221
1246;39,99;24,1;19,3;4,87;0,205
1246;39,99;24,1;20,5;4,04;0,195
1246;39,99;24,1;21,7;3,5;0,17
1246;39,99;24,1;22,9;2,42;0,128
1246;39,99;24,1;23,7;0,95;0,089
1247;34,4;22,73;0,1;15,12;0,667
1247;34,4;22,73;0,7;11,78;0,428
1247;34,4;22,73;1,3;10,95;0,36
1247;34,4;22,73;2,5;10,57;0,319
1247;34,4;22,73;3,7;10,25;0,309
1247;34,4;22,73;4,9;10,09;0,309
1247;34,4;22,73;6,1;9,8;0,299
1247;34,4;22,73;7,3;9,55;0,319
1247;34,4;22,73;8,5;9,39;0,36
1247;34,4;22,73;9,7;8,5;0,236
1247;34,4;22,73;10,9;8,15;0,264
1247;34,4;22,73;12,1;7,64;0,203
1247;34,4;22,73;13,3;7,1;0,23
1247;34,4;22,73;14,5;6,72;0,271
1247;34,4;22,73;15,7;6,08;0,196
1247;34,4;22,73;16,9;5,47;0,223
1247;34,4;22,73;18,1;4,93;0,219
1247;34,4;22,73;19,3;4,3;0,192
1247;34,4;22,73;20,5;3,18;0,172
1247;34,4;22,73;21,7;1,81;0,13
1247;34,4;22,73;22,11;0,89;0,076
1248;38,8;23,57;0,1;14,16;0,767
1248;38,8;23,57;0,7;12,57;0,586
1248;38,8;23,57;1,3;12,35;0,485
1248;38,8;23,57;2,5;11,75;0,397
1248;38,8;23,57;3,7;11,36;0,409
1248;38,8;23,57;4,9;10,98;0,364
1248;38,8;23,57;6,1;10,6;0,354
1248;38,8;23,57;7,3;10,28;0,365
1248;38,8;23,57;8,5;9,77;0,283
1248;38,8;23,57;9,7;9,17;0,262
1248;38,8;23,57;10,9;8,44;0,281
1248;38,8;23,57;12,1;8,05;0,254
1248;38,8;23,57;13,3;7,8;0,265
1248;38,8;23,57;14,5;7,23;0,269
1248;38,8;23,57;15,7;6,62;0,263
1248;38,8;23,57;16,9;5,86;0,206
1248;38,8;23,57;18,1;5,16;0,263
1248;38,8;23,57;19,3;4,71;0,257
1248;38,8;23,57;20,5;3,98;0,139
1248;38,8;23,57;21,7;3,02;0,107
1248;38,8;23,57;22,9;1,02;0,084
1249;30,5;20,92;0,1;11,94;0,614
1249;30,5;20,92;0,7;10,35;0,447
1249;30,5;20,92;1,3;9,71;0,381
1249;30,5;20,92;2,5;9,52;0,348
1249;30,5;20,92;3,7;9,23;0,384
1249;30,5;20,92;4,9;8,91;0,331
1249;30,5;20,92;6,1;8,59;0,347
1249;30,5;20,92;7,3;8,05;0,27
1249;30,5;20,92;8,5;7,58;0,265
1249;30,5;20,92;9,7;7;0,219
1249;30,5;20,92;10,9;6,75;0,277
1249;30,5;20,92;12,1;6,37;0,215
1249;30,5;20,92;13,3;5,73;0,2
1249;30,5;20,92;14,5;5,16;0,232
1249;30,5;20,92;15,7;4,52;0,225
1249;30,5;20,92;16,9;4,07;0,158
1249;30,5;20,92;18,1;3,25;0,171
1249;30,5;20,92;19,3;2,39;0,121
1249;30,5;20,92;20,5;0,95;0,09
1250;42;25,88;0,1;14,48;0,648
1250;42;25,88;0,7;13,69;0,446
1250;42;25,88;1,3;13,37;0,451
1250;42;25,88;2,5;12,57;0,377
1250;42;25,88;3,7;12,22;0,354
1250;42;25,88;4,9;12;0,432
1250;42;25,88;6,1;11,62;0,429
1250;42;25,88;7,3;11,46;0,313
1250;42;25,88;8,5;11,08;0,349
1250;42;25,88;9,7;10,47;0,321
1250;42;25,88;10,9;9,87;0,276
1250;42;25,88;12,1;9,55;0,291
1250;42;25,88;13,3;8,91;0,263
1250;42;25,88;14,5;8,37;0,269
1250;42;25,88;15,7;7,73;0,289
1250;42;25,88;16,9;7,23;0,268
1250;42;25,88;18,1;6,75;0,311
1250;42;25,88;19,3;6,05;0,252
1250;42;25,88;20,5;5,41;0,237
1250;42;25,88;21,7;4,55;0,262
1250;42;25,88;22,9;3,76;0,205
1250;42;25,88;24,1;2,71;0,162
1250;42;25,88;25,3;0,95;0,081
